qid,k,gold_in_context,n_passages,answer,faithful,correct,refused
w113,5,1,5,البهاليل,1,1,0
w052,5,1,5,19 ماي 1881م,1,1,0
w175,5,1,5,2 مارس 1956,1,1,0
w005,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w030,5,1,5,"1,46 مليون طن",1,1,0
w184,5,1,5,في روما,1,1,0
w100,5,1,5,المقاعد تتسع لـ 167 شخصا.,1,1,0
w099,5,1,5,باب القصبة,0,0,0
w132,5,1,5,وسط واحة كبيرة جنوب الأطلس الكبير.,1,1,0
w125,5,1,5,83 كم,1,1,0
w199,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w135,5,1,5,من 17% إلى 19%.,1,1,0
w179,5,1,5,183,1,1,0
w121,5,1,5,نعم، كانت معروفة أوعبيد الله في العصر المريني.,1,1,0
w035,5,1,5,المدارات المسقية تبلغ حصة بين 7% و10% فالناتج المحلي الخام حسب الحالة المائية للسنة.,1,1,0
w049,5,1,5,من ±0.3% إلى ±2.5%.,1,1,0
w170,5,0,5,المعلومة غير متوفرة في النصوص,0,0,1
w139,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w150,5,1,5,أحمد عبد السلام البقالي,1,1,0
w133,5,1,5,مدينة القيروان,1,1,0
w128,5,1,5,البياض,1,1,0
w022,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w082,5,1,5,الأيام الثلاثة الأولى مخصصة للمحترفين، والأيام الثلاثة الأخرى مفتوحة لعامة الناس.,1,1,0
w078,5,1,5,1200 متر,1,1,0
w010,5,1,5,نقص عجز الميزانية من الناتج المحلي فـ2017 بنسبة 0.1%.,1,0,0
w083,5,1,5,"مساحة المعرض الدولي للفلاحة بالمغرب تبلغ 370,000 m2.",1,1,0
w165,5,1,5,محمد توري,1,1,0
w120,5,1,5,تنسب إلى القائد الحاحي محمد أغناج.,1,1,0
w090,5,1,5,"الcommittee's objective is to propose measures aimed at improving the legal and regulatory framework for business, coordinate their implementation, and evaluate their impact on relevant sectors.",1,1,0
w069,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w054,5,0,5,المعلومة غير متوفرة في النصوص,0,0,1
w091,5,1,5,المعلومة غير متوفرة في النصوص,0,1,1
w095,5,1,5,2 كم,1,1,0
w042,5,1,5,الصين,1,1,0
w094,5,1,5,Shenquit,1,1,0
w117,5,1,5,ألبرت حوراني,1,1,0
w200,5,1,5,"34,000 رجل",1,1,0
w158,5,1,5,ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة ما بين العامين 1992 و2004.,1,1,0
w026,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w181,5,1,5,حوالي 8300 طن في اليوم الواحد.,1,1,0
w148,5,1,5,خالد آيت الطالب شكون لي شرف على حفل تدشين مستشفى القرب لأحفير.,1,1,0
w075,5,1,5,تنتشر السلالة ديال البقر والماس زعير في كل من منطقة الرماني وزمور وزعير وقبائل زيان خاصة في منطقة مريرت.,1,1,0
w059,5,1,5,البوليساريو اقترحت إقحام فقط الصحراويين الذين تم إحصاؤهم من طرف الإدارة الإسبانية عام 1974م.,1,1,0
w153,5,1,5,تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,1,0
w018,5,1,5,يمثل الإنتاج الوطني من الطاقة حوالي 8% من الحاجيات ديال البلاد.,0,0,0
w050,5,1,5,خفض الدين العام إلى 60% من إجمالي الناتج المحلي بحلول عام 2021.,1,1,0
w093,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w076,5,1,5,سنة 1981,1,1,0
w142,5,1,5,عبد الوافي لفتيت,1,1,0
w021,5,1,5,55.8 %,1,1,0
w097,5,1,5,نص [1],1,1,0
w032,5,1,5,بلغ الناتج المحلي الإجمالي للفرد 3.750 دولار أمريكي حسب تقديرات صندوق النقد الدولي لسنة 2023.,1,1,0
w138,5,1,5,مصادر الدخل اللي اعتمدات عليهم جمهورية الريف هي: الضرائب، الزكاة، الغرامات، التبرعات، وفداء الأسرى.,1,1,0
w118,5,1,5,المحامِك والوزارات والجيش,1,1,0
w012,5,1,5,فاتح أبريل 1998,1,1,0
w068,5,1,5,مدينة مكناس,1,1,0
w089,5,1,5,اللجنة الوطنية لمناخ الأعمال أُحدثت سنة 2009 ويرأسها رئيس الحكومة.,1,1,0
w092,5,1,5,مراكش,1,1,0
w025,5,1,5,نسيج وصناعة السيارات,0,0,0
w098,5,1,5,المدرسة البوعنانية تبنت في فاس بين عامي 1350م و1355م.,1,1,0
w183,5,1,5,Claudius,1,1,0
w191,5,1,5,عالم العرب المغاربة وعالم البربر,0,0,0
w087,5,1,5,على بعد حوالي 120 كيلومترًا.,1,1,0
w182,5,1,5,الاتحاد الأوروبي,1,1,0
w040,5,1,5,عدد المدارس الابتدائية في الدار البيضاء للموسم الدراسي 2008/2009 هو 435 مدرسة.,1,1,0
w169,5,1,5,"استقبل السلطان ففاس نحو 2,000 من التجار العرب القادمين من القيروان في تونس.",1,1,0
w088,5,1,5,تقدر المساحة بالحوتاهات بحوالي 500 هكتار.,1,1,0
w186,5,1,5,كليباترا سيليني الثانية,1,1,0
w041,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w002,5,1,5,طنجة,1,1,0
w072,5,1,5,1614 و1681,1,1,0
w151,5,1,5,الاستغلال الذي فرض على الأمازيغ من السيطرة على أراضيهم الفلاحية، وفرض السخرة عليهم، واستخدام القوة لإخضاعهم.,1,1,0
w115,5,1,5,مسجد، وحمام، ومركز تجاري.,1,1,0
w057,5,1,5,سعيد العلام,1,1,0
w108,5,1,5,تجريد الدولة المغربية من سلطة الإصدار النقدي وإنشاء بنك مخزني له حصرية الإصدار النقدي.,0,0,0
w192,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w167,5,1,5,كانوا يسكنون في مواطن شاسعة ومتنوعة، من التلال والجبال إلى الواحات والقصور الصحراوية، ومنطقة جنوب فاس وضواحي تاهلة وفاس والراشيدية وتوات وتلمسان.,1,1,0
w051,5,1,5,ثمانية وعشرين سنة,1,1,0
w144,5,1,5,مدينة نفيس,1,1,0
w198,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w155,5,1,5,أعلن عن صندوق محمد السادس للاستثمار في يوليوز 2020.,1,0,0
w130,5,1,5,الجبال المجاورة من الشمال والغرب.,1,1,0
w060,5,1,5,المعلومة غير متوفرة في النصوص,1,0,1
w056,5,1,5,رجعت النقوش الصخرية إلى 4000-ق-م 8000-ق.م,1,1,0
w024,5,1,5,بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,1,0
w008,5,1,5,المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,0
w009,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w109,5,1,5,أحمد بن المهدي الغزال,1,1,0
w152,5,1,5,تاكفاريناس وأديمون,1,1,0
w023,5,1,5,15 يونيو 2004,1,0,0
w140,5,1,5,سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها.,1,1,0
w174,5,0,5,المعلومة غير متوفرة في النصوص,0,0,1
w027,5,1,5,"86,4%",0,0,0
w189,5,1,5,"جائزة ""قارئ العام للعالم العربي"".",1,1,0
w036,5,0,5,المغرب يستورد 40% حتى 60% من حاجيات الحبوب حسب الحالة المناخية.,1,1,0
w058,5,1,5,المعلومة غير متوفرة في النصوص,1,0,1
w063,5,1,5,الصناعة التقليدية اللي مشهورة في مركز الريش هي الزربية و الجلباب.,1,1,0
w071,5,1,5,1500 جندي,1,1,0
w190,5,1,5,المغاربة تخافوا من هذا القانون لأن الإدارة الفرنسية رجعت به إلى آيديولوجيا تقسيم المغرب إلى عالمين متمايزين ومنفصلين، وهو ما كان يروج له الفرنسيون قبل الاستعمار.,1,1,0
w007,5,1,5,شكيب بنموسى,1,1,0
w029,5,1,5,ساهم مخطط أليوتيس بشكل ملحوظ في تحديث قطاع الصيد البحري، حيث إنتقل الناتج الداخلي الخام لقطاع الصيد البحري بين سنتي 2007 و 2015 من 8.3 إلى 15 مليار درهم.,1,1,0
w164,5,1,5,طنجة,1,0,0
