qid,condition,gold_in_context,answer,faithful,correct,refused
w188,C4_oracle,1,ساعتين و11 دقيقة و34 ثانية,1,1,0
w102,C4_oracle,1,تفوقة 39.6,1,1,0
w194,C4_oracle,1,امرأة اسمها للا زنينية,1,1,0
w112,C4_oracle,1,كانوا ساكنين في الكهوف والمغارات.,1,1,0
w122,C4_oracle,1,وفرة سمك الشابل والتون في أزمور والإقبال الأوروبي على شرائه,1,1,0
w014,C4_oracle,1,"حوالي 36,8 مليون نسمة",1,1,0
w003,C4_oracle,1,"نسبة الطاقات المتجددة فإنتاج الكهربا فالمغرب هي %19,6.",1,1,0
w065,C4_oracle,1,عاشو في جماعات منعزلة ومغلقة، كيان كلها مستقل بخصوصياتها.,1,1,0
w045,C4_oracle,1,لتشجيع الاستثمارات والصادرات، ومساهمة في تمويل مشروع طرامواي الرباط - سلا.,1,1,0
w137,C4_oracle,1,100 درهم,1,1,0
w171,C4_oracle,1,-Smithiya li hayati li istaqro fih at-tajareel li jaaw min al-qirawaan -Smithiya li hayati li istaqro fih at-tajareel li jaaw min al-qirawaan,1,1,0
w129,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w077,C4_oracle,1,سلالة مكناس,1,1,0
w159,C4_oracle,1,العقلانية في التدبير ومعالجة التلوث,1,1,0
w168,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w046,C4_oracle,1,1503 جماعة,1,1,0
w131,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w031,C4_oracle,1,"56,5%",1,1,0
w004,C4_oracle,1,"ارتفعت النسبة من 2,8% في 2010 إلى 8,1% في 2015.",1,1,0
w160,C4_oracle,1,المعلومة غير متوفرة في النصوص,0,0,1
w016,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w043,C4_oracle,1,"وصل عدد سكان جماعة خنيفرة فـ2024 إلى 123,738 نسمة.",1,1,0
w127,C4_oracle,1,altura 370 مترا,1,1,0
w187,C4_oracle,1,حكم بطليموس الموريطاني من 23 حتى 40.,1,1,0
w163,C4_oracle,1,5 ديسمبر 1952,1,1,0
w048,C4_oracle,1,تساهم في 75% من الصادرات الفلاحية,1,1,0
w111,C4_oracle,1,أصفراو تعني المنطقة المقعرة.,0,1,0
w006,C4_oracle,1,12.8%,1,1,0
w195,C4_oracle,1,مهام الهيئة المغربية لسوق الرساميل هي حماية المدخرين والمستثمرين؛ مراقبة سير أسواق الرساميل؛ ضمان شفافية العمليات المالية؛ تنظيم المشاركين في السوق والأدوات المالية؛ تعزيز الثقافة المالية.,1,1,0
w038,C4_oracle,1,وصل عدد سكان عين بني مطهر سنة 2014 إلى 16289 نسمة.,1,1,0
w123,C4_oracle,1,سنة 1476,1,1,0
w013,C4_oracle,1,31 دجنبر 2011,1,1,0
w037,C4_oracle,1,نصف عدد السكان,1,1,0
w154,C4_oracle,1,المقر الرئيسي في مدينة الرباط.,1,1,0
w070,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w062,C4_oracle,1,تمت بدء الحرب في عهد توماس جيفرسون.,1,1,0
w196,C4_oracle,1,ملك محمد السادس,1,0,0
w033,C4_oracle,1,المغرب يحتل المرتبة 107 في إنتاجية القوى العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,1,0
w173,C4_oracle,1,16 نوفمبر 1955,1,1,0
w172,C4_oracle,1,أكتوبر 1955,1,1,0
w061,C4_oracle,1,13 ماي 1801,1,1,0
w011,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w145,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w161,C4_oracle,1,جِلد الإبل أش كتتصنع آلة الكمبري.,1,1,0
w053,C4_oracle,1,المزة تتكون من 6–8 أنواع من السلطات.,1,1,0
w126,C4_oracle,1,الرمز ديال مدينة سطات هو الحصان.,1,1,0
w107,C4_oracle,1,1955,0,0,0
w074,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w114,C4_oracle,1,بعد 35 كلم,1,1,0
w106,C4_oracle,1,تأسس البنك المخزني المغربي سنة 1907 في طنجة شمال المغرب.,1,1,0
w096,C4_oracle,1,مرسوم رقم 2.24.1122,1,1,0
w104,C4_oracle,1,التداخل بين النزعة اللبرالية والتوجيه الاقتصادي مع سياسة حمائية وتدخل حكومي في الاقتصاد والاجتماع.,1,1,0
w146,C4_oracle,1,خمسة عشر سنه,1,1,0
w044,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w001,C4_oracle,1,593168,1,1,0
w162,C4_oracle,1,45 منشور,1,1,0
w193,C4_oracle,1,"تشتهر تزنيت بصناعة وإنتاج المجوهرات الفضية因此，正确的答案应该是：因为她以生产银首饰闻名。但是根据提供的选项和规则，正确的回答是：

تشتهر تزنيت بصناعة وإنتاج المجوهرات الفضية",1,1,0
w017,C4_oracle,1,"88,8٪",1,1,0
w081,C4_oracle,1,ثلاثة نهارات مفتوح لعامة الناس.,1,0,0
w103,C4_oracle,1,واد الشارف واد تبودة وادي مسخسخة وادي وزين,1,1,0
w039,C4_oracle,1,المواضيع غير متوفرة في النصوص,1,1,1
w157,C4_oracle,1,مستشفى ومستوصف صحي ودار للولادة,1,1,0
w177,C4_oracle,1,منتزه NATIONAL إفران، والبحيرات، والمصادر، والشلالات، والمجالات الغابوية، ومحطة ميشليفن للتزلج,1,1,0
w136,C4_oracle,1,67 %,1,1,0
w079,C4_oracle,1,مدينة الحاجب بعيدة عن مكناس بمسافة 32 كلم جنوبها.,1,1,0
w116,C4_oracle,1,استولى الجيش البرتغالي على القصر الصغير في يوم 23 أكتوبر 1458م وقائده كان ألفونس الخامس.,1,1,0
w020,C4_oracle,1,مواد الطاقية ومواد التجهيز والمواد الاستهلاكية,1,1,0
w015,C4_oracle,1,"تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1,0
w178,C4_oracle,1,تأسس في عام 1994,1,1,0
w147,C4_oracle,1,تدشين مستشفى القرب بأحفير تم في يوم 25 يوليوز 2024.,1,1,0
w180,C4_oracle,1,كتترکز أغلب وحدات صناعة التجميد في جنوب المغرب علاش كده بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,0
w066,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w085,C4_oracle,1,المدينة كتعاني من ضعف الخدمات اللوجستيكية ونقص قنوات الصرف الصحي وانتشار الروائح الكريهة وضعف قطاع الصحة غياب الأطر الطبية ونقص الأدوية وتوفر مركز صحي واحد فقط.,1,1,0
w166,C4_oracle,1,أسكيا دار فالفترة ديال الحكم ديال أسكيا (1493-1528).,1,1,0
w047,C4_oracle,1,1050000 هكتار,1,1,0
w105,C4_oracle,1,أرساء الاستقلالية الاقتصادية,1,1,0
w080,C4_oracle,1,المغارة التي تشبه وجه الأسد,1,1,0
w055,C4_oracle,1,أربعة وثلاثون موقعا,1,1,0
w197,C4_oracle,1,سبعة سلاطين حكمو ما بين 1727 و1757.,1,1,0
w086,C4_oracle,1,سنة 2012,1,1,0
w119,C4_oracle,1,المساحة ديال القصبة المخزنية فتزنيت هي 6704م² وعدد الأبراج فيها هو 5.,1,1,0
w110,C4_oracle,1,لتجديد الصلح بين الدولتين وإطلاق صراح الأسرى الجزائريين بإسبانيا,1,1,0
w134,C4_oracle,1,سِجِلْمَاسَةَ تَبِنَتْ سِنَةَ 140 هِجْرِيَّةَ وشَكْوْنِ لِعِيَسَا بِنِ يَزِيدِ أَسْوَدَ بَنَهَا.,1,1,0
w143,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w034,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,0,1
w019,C4_oracle,1,15%,1,1,0
w141,C4_oracle,1,عزيز أخنوش,1,1,0
w124,C4_oracle,1,لقب عاصمة الشاوية,1,1,0
w176,C4_oracle,1,جامعة الأخوين,1,1,0
w064,C4_oracle,1,صناعة الفخار، الدباغة، ضياغة الحلي.,1,1,0
w084,C4_oracle,1,السياحة,1,1,0
w149,C4_oracle,1,七年,1,1,0
w101,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w156,C4_oracle,1,طبيب واحد,1,1,0
w073,C4_oracle,1,يوليوز - غشت 1947,1,1,0
w028,C4_oracle,1,طنجة وأكادير والعيون,1,1,0
w185,C4_oracle,1,شرشال,1,1,0
w113,C4_oracle,1,بلدة البهاليل,1,1,0
w052,C4_oracle,1,19 ماي 1881م,1,1,0
w175,C4_oracle,1,2 مارس 1956,1,1,0
w005,C4_oracle,1,"1,6 طن",1,1,0
w030,C4_oracle,1,1.46 مليون طن,1,1,0
w184,C4_oracle,1,في روما,1,1,0
w100,C4_oracle,1,المقاعد كاينة فطائرة بوينغ 767-300 هي 167 مقعد.,1,1,0
w099,C4_oracle,1,باب بوجلود هو المدخل الرئيسي ديال فاس البالي.,1,1,0
w132,C4_oracle,1,وسط واحة كبيرة جنوب الأطلس الكبير.,1,1,0
w125,C4_oracle,1,83 كم,1,1,0
w199,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w135,C4_oracle,1,من 17% إلى 19%.,1,1,0
w179,C4_oracle,1,72%,0,0,0
w121,C4_oracle,1,نعم، كانت معروفة أوعبيد الله في العصر المريني.,1,1,0
w035,C4_oracle,1,تبلغ الحصة ديال المدارات المسقية فناتج المحلي الخام بين 7% و10%.,1,1,0
w049,C4_oracle,1,2.5%,1,1,0
w170,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w139,C4_oracle,1,20 ألف بيزيتا سنويا,1,1,0
w150,C4_oracle,1,مهرجانها الثقافي الدولي,1,1,0
w133,C4_oracle,1,مدينة القيروان,1,1,0
w128,C4_oracle,1,البياض شعار الموحدين.,1,1,0
w022,C4_oracle,1,المصاريف ديال حرب الصحرا كيقدرها مليون دولار يوميا.,1,1,0
w082,C4_oracle,1,الأيام الثلاثة الأولى مخصصة للمحترفين، والأيام الثلاثة الأخرى مفتوحة لعامة الناس.,1,1,0
w078,C4_oracle,1,مدينة الحاجب كاينة على ارتفاع 1200 متر فوق سطح البحر.,1,1,0
w010,C4_oracle,1,3.5٪,1,1,0
w083,C4_oracle,1,"مساحة المعرض الدولي للفلاحة بالمغرب تقدر بـ 370,000 m2.",1,1,0
w165,C4_oracle,1,محمد توري,1,1,0
w120,C4_oracle,1,تنسب للقائد الحاحي محمد أغناج.,1,1,0
w090,C4_oracle,1,"الcommittee aim is to propose measures aimed at improving the legal and regulatory framework for business, coordinate their implementation, and evaluate their impact on concerned sectors.",1,1,0
w069,C4_oracle,1,1500 متر,1,1,0
w054,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w091,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w095,C4_oracle,1,2 كم,1,1,0
w042,C4_oracle,1,الصين,1,1,0
w094,C4_oracle,1,نهر السنغال,1,1,0
w117,C4_oracle,1,ألبرت حوراني,1,1,0
w200,C4_oracle,1,"34,000 رجل",1,1,0
w158,C4_oracle,1,ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة.,1,1,0
w026,C4_oracle,1,سنة 2025,1,1,0
w181,C4_oracle,1,8300 طن في اليوم,1,1,0
w148,C4_oracle,1,خالد آيت الطالب,1,1,0
w075,C4_oracle,1,تنتشر السلالة ديال البقر والماس زعير في كل من منطقة الرماني وزمور وزعير وقبائل زيان خاصة في منطقة مريرت.,1,1,0
w059,C4_oracle,1,بوليساريو اقترحت إقحام الصحراويين الذين تم إحصاؤهم من قبل الاستعمار الإسباني سنة 1974م.,1,1,0
w153,C4_oracle,1,تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,1,0
w018,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w050,C4_oracle,1,خفض الدين العام إلى 60% من إجمالي الناتج المحلي بحلول عام 2021,1,1,0
w093,C4_oracle,1,منذ 1960,1,1,0
w076,C4_oracle,1,سنة 1981,1,1,0
w142,C4_oracle,1,عبد الوافي لفتيت,1,1,0
w021,C4_oracle,1,55.8 %,1,1,0
w097,C4_oracle,1,توحيد الحد الأدنى للأجور بين القطاعات الفلاحية وغير الفلاحية خلال ثلاث سنوات,1,1,0
w032,C4_oracle,1,المعلومة غير متوفرة في النصوص,0,0,1
w138,C4_oracle,1,مصادر الدخل اللي اعتمدات عليهم جمهورية الريف هي: ضرائب على شكل نقود أو محاصيل، مداخيل الزكاة على شكل نقود أو محاصيل زراعية، غرامات، تبرعات السكان والقبائل، فداء الأسرى.,1,1,0
w118,C4_oracle,1,المحامِك والوزارات والجيش,1,1,0
w012,C4_oracle,1,فاتح أبريل 1998,1,1,0
w068,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w089,C4_oracle,1,أُحدثت سنة 2009، ويرأسها رئيس الحكومة,1,1,0
w092,C4_oracle,1,مدينة مراكش,1,1,0
w025,C4_oracle,1,قطاعي السياحة والنسيج,1,1,0
w098,C4_oracle,1,المدرسة البوعنانية تبنيت ففاس ما بين عامي 1350م و1355م,1,1,0
w183,C4_oracle,1,على يد الإمبراطور كلوديوس خمدت ثورة إيديمون.,1,1,0
w191,C4_oracle,1,Länder السيبة و Länder المخزن,1,1,0
w087,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w182,C4_oracle,1,الاتحاد الأوروبي,1,1,0
w040,C4_oracle,1,عدد المؤسسات الابتدائية التي استغلت في الدار البيضاء خلال الموسم الدراسي 2008/2009 هو 435 مدرسة.,1,1,0
w169,C4_oracle,1,التجار العرب استقبلوا السلطان ففاس فـ825 نحو 2٬000 تاجر من القيروان في تونس.,1,1,0
w088,C4_oracle,1,المساحة ديال المنطقة الحرة الأطلسية تقارب 500 هكتار.,1,1,0
w186,C4_oracle,1,كليوباترا سيليني الثانية,1,1,0
w041,C4_oracle,1,المغرب يتوفر على %75 من الاحتياطي العالمي ديال الفوسفاط.,1,1,0
w002,C4_oracle,1,طنجة,1,1,0
w072,C4_oracle,1,1614 و1681,1,1,0
w151,C4_oracle,1,المستغلال اللي فرض على الأمازيغ من قبل الرومان، كسيطرة على الأراضي الفلاحية والأعباء المادية، واستعمال القوة لإخضاعهم.,1,1,0
w115,C4_oracle,1,مسجد، وحمام، ومركز تجاري.,1,1,0
w057,C4_oracle,1,سعيد العلام,1,1,0
w108,C4_oracle,1,المديونية الخارجية للمغرب,1,1,0
w192,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w167,C4_oracle,1,مواطنهم تمتد على مساحات شاسعة ومتنوعة من الجبال والواحات والقصور الصحراوية، وتوطنوا أيضا في منطقة بين فاس والراشيدية وتوات وتلمسان.,1,1,0
w051,C4_oracle,1,ثمانية وعشرين سنه,1,1,0
w144,C4_oracle,1,نشأ بمدينة نفيس,1,1,0
w198,C4_oracle,1,بويع ست مرات,1,1,0
w155,C4_oracle,1,في سياق تدابير الإنعاش الاقتصادي المعتمدة في أعقاب جائحة كوفيد-19.,1,1,0
w130,C4_oracle,1,المعلومة غير متوفرة في النصوص,1,1,1
w060,C4_oracle,1,الساقية الحمراء,1,1,0
w056,C4_oracle,1,ترجع إلى 4000-ق-م 8000-ق.م,1,1,0
w024,C4_oracle,1,بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,1,0
w008,C4_oracle,1,المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,0
w009,C4_oracle,1,المعدل التضخمي بقي عند نسبة 0.7%.,1,1,0
w109,C4_oracle,1,أحمد بن المهدي الغزال,1,1,0
w152,C4_oracle,1,تاكفاريناس وأديمون,1,1,0
w023,C4_oracle,1,سنة 2006,1,1,0
w140,C4_oracle,1,سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها.,1,1,0
w174,C4_oracle,1,استهدفت القطارات، ومكاتب البريد، وثكنات الشرطة الاستعمارية، ومصالح المستوطنين الفرنسيين.,1,1,0
w027,C4_oracle,1,"54,3%",1,1,0
w189,C4_oracle,1,جائزة قارئ العام للعالم العربي,1,1,0
w036,C4_oracle,1,40% حتى 60%,1,1,0
w058,C4_oracle,1,جائزة كتارا للرواية العربية وفأي عام 2020,1,1,0
w063,C4_oracle,1,الزربية و الجلباب,1,1,0
w071,C4_oracle,1,1500 جندي,1,1,0
w190,C4_oracle,1,كونه يقسم المغرب إلى عالمين متمايزين ومنفصلين انفصالا كليا.,1,1,0
w007,C4_oracle,1,شكيب بنموسى,1,1,0
w029,C4_oracle,1,ساهم مخطط أليوتيس بشكل ملحوظ في تحديث قطاع الصيد البحري، حيث إنتقل الناتج الداخلي الخام لقطاع الصيد البحري بين سنتي 2007 و 2015 من 8.3 إلى 15 مليار درهم.,1,1,0
w164,C4_oracle,1,طنجة,1,0,0
