qid,condition,gold_in_context,answer,faithful,correct,judge_parsed,judge_raw,refused
w010,C2_darija_e5,1,نقص عجز الميزانية من الناتج المحلي في 2017 كان 3.5%.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w083,C2_darija_e5,1,"مساحة المعرض الدولي للفلاحة بالمغرب تبلغ 370,000 م².",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w165,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w120,C2_darija_e5,1,القصبة المخزنية في تزنيت تنسب إلى القائد الحاحي محمد أغناج الذي قام بحملة على سوس بإيعاز من المولى سليمان عام 1810م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w090,C2_darija_e5,1,الهدف من اللجنة الوطنية لمناخ الأعمال هو وضع المغرب على مسار نمو شامل ومستدام، وذلك وفق أربعة محاور رئيسية هي: تحويل الاقتصاد، تنمية الرأسمال البشري، الإدماج الاجتماعي،和发展 الترابية.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w069,C2_darija_e5,0,ارتفاع الأطلس المتوسط الشرقي يتنقص به معدل درجات الحرارة بحوالي 16.7 درجة مئوية مقارنة بأعلى درجات حرارة تسجلها المدينة في أغسطس.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w054,C2_darija_e5,0,استخدموا الخضروات الطازجة والمانجو والبطاطا والجزر والبصل الأخضر والبصل والفول والبازلاء والشمر والكرفس والخرشوف والباذنجان والطماطم والقرنبيط والفاصوليا الخضراء والبيضاء والفلفل الحلو والحار والكوسا والزيتون والكمأ.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w091,C2_darija_e5,1,المغرب الأقصى كان مستقلاً عن السيادة العثمانية، بينما كانت دول أخرى في المنطقة تحت السيطرة العثمانية.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w095,C2_darija_e5,1,سوق خميس تمسمان بعيد 2 كم عن وسط المدينة الصغيرة (كرونة).,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w042,C2_darija_e5,0,فرنسا كانت سابقة المغرب في إنتاج الفوسفاط.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w094,C2_darija_e5,1,حجج تاريخية امتدت سيادة سلاطين المغرب الروحية والزمنية إلى نهر السنغال منذ فترة العلويين من خلال البعثات والسرايا التي ترسل من طرف سلاطين المغرب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w117,C2_darija_e5,1,ألبرت حوراني,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w200,C2_darija_e5,1,الجنرال فرانكو وصل إلى تطوان في 19 يوليو 1936 عن طريق الجو من جزر الكناري ليتولى قيادة جيش إفريقيا.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w158,C2_darija_e5,1,ازداد عدد السكان الحضريين في المغرب ما بين 1992 و2004 بنسبة 44%، حيث ارتفعت من 13 إلى 17 مليون نسمة.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w026,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w181,C2_darija_e5,1,القدرة الإنتاجية للصناعة التجميدية في النهار هي حوالي 8300 طن في اليوم الواحد.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w148,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w075,C2_darija_e5,1,الماس زعير تنتشر في منطقة الرماني وزمورة وزعير وقبائل زيان في منطقة مريرت، بينما سلالة الأطلس تنتشر في جميع المناطق الجبلية بالمغرب.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w059,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w153,C2_darija_e5,1,صندوق محمد السادس للاستثمار تأسس في عام 2021.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w018,C2_darija_e5,1,الإنتاج الوطني من الطاقة يمثل %9 فقط من الاحتياجات الوطنية.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w050,C2_darija_e5,1,الهدف هو خفض الدين العام إلى 60% من إجمالي الناتج المحلي بحلول عام 2021.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w093,C2_darija_e5,1,إقليم شنقيط تابع لموريتانيا منذ إستقلالها عن فرنسا سنة 1960.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w076,C2_darija_e5,1,تكتشف السلالة تيديلي في سنة 1981.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w142,C2_darija_e5,1,عبد الوافي لفتيت كان وزير الداخلية بالمغرب في 2024.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w021,C2_darija_e5,1,55.8%,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w097,C2_darija_e5,1,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w032,C2_darija_e5,1,وصل الناتج المحلي للفرد حسب تقديرات صندوق النقد الدولي سنة 2023 إلى 3.750 دولار أمريكي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w138,C2_darija_e5,1,مداخيل الزكاة، الغرامات، تبرعات السكان والقبائل، وفدية الأسرى.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w118,C2_darija_e5,1,المعيار الأساسي لمقومات الدولة الحديثة عند الإمبراطورية المغربية حسب حوراني هو وجود المحاكم والوزارات والجيش.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w012,C2_darija_e5,1,الأوراق البنكية القديمة ما بقاتش صالحة للتداول منذ فاتح أبريل 1998.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w068,C2_darija_e5,1,مركز الريش يتوفر على تعاونية للحليب التي تنتج فائضا يتم تسويقه بمدينة مكناس.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w089,C2_darija_e5,1,اللجنة الوطنية لمناخ الأعمال تمت مأسستها في ديسمبر 2009، ويرأسها رئيس الحكومة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w092,C2_darija_e5,1,مليلت كانت أقدم وأهم مدينة أمازيغية في ذلك الوقت وفقًا للنصوص.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w025,C2_darija_e5,1,قطاع السياحة وقطاع النسيج.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w098,C2_darija_e5,1,المدرسة البوعنانية بنيت ما بين عامي 1350م و1355م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w183,C2_darija_e5,1,أشمن الإمبراطور كلوديوس خمد ثورة إيديمون.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w191,C2_darija_e5,1,"الدراسات الاستعمارية القديمة كقسمت المغرب إلى منطقتين: ""بلاد السيبة"" و""بلاد المخزن"".",0,1,1,"مدعوم: لا  
مطابق: نعم",0
w087,C2_darija_e5,1,المنطقة الحرة الأطلسية بعيدة عن الدار البيضاء بحوالي 120 كيلومترًا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w182,C2_darija_e5,1,الوجهة الرئيسية للمنتجات البحرية المجمدة المغربية هي الاتحاد الأوروبي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w040,C2_darija_e5,1,عدد المؤسسات الابتدائية التي استغلت خلال الموسم الدراسي 2009/2008 هو 435 مدرسة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w169,C2_darija_e5,1,حوالي 2000 تاجر عربي استقبل السلطان ففاس في 825.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w088,C2_darija_e5,1,مساحة المنطقة الحرة الأطلسية تقدر بحوالي 500 هكتار.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w186,C2_darija_e5,1,أم بطليموس الموريطاني هي كليوباترا سيليني الثانية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w041,C2_darija_e5,1,75%,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w002,C2_darija_e5,1,مصنع رينو-نيسان في المغرب مُقرَّره في مصنع ملوسة بالدار البيضاء.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w072,C2_darija_e5,1,1614 إلى 1681,0,0,1,"مدعوم: لا  
مطابق: لا",0
w151,C2_darija_e5,1,الاستغلال الذي فرض على الأمازيغ، مثل السيطرة على أجود الأراضي الفلاحية، وفرض السخرة على السكان، واستعمال القوة في إخضاعهم، كانت الأسباب الرئيسية التي دفعت الأمازيغ إلى مقاومة الرومان.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w115,C2_darija_e5,1,البقايا الأثرية في موقع القصر الصغير تتمثل في مسجد، وحمام، ومركز تجاري تعود إلى فترات تاريخية تمتد من القرن 12 الميلادي إلى غاية القرن 14 الميلادي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w057,C2_darija_e5,1,سعيد العلام,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w108,C2_darija_e5,0,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w192,C2_darija_e5,1,شحال 90 كلم بعيدة تزنيت على أكادير، وشحال 690 كلم بعيدة على الرباط.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w167,C2_darija_e5,1,كانو يستوطنون الضواحي التي تضم قلعة جرماط التاريخية وجنوب فاس بسفوح جبال كندر.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w051,C2_darija_e5,1,ثورة الشيخ بوعمامة دامت ثمانية وعشرون سنة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w144,C2_darija_e5,1,ترعرع الأيلاني بمدينة نفيس، التي كانت آنذاك مركزًا علميًا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w198,C2_darija_e5,1,عبد الله تبايع ست مرات.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w155,C2_darija_e5,1,أُعلن عن إحداث صندوق محمد السادس للاستثمار في يوليوز 2020، وتم اعتماد مشروع القانون رقم 76-20 في نفس العام.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w130,C2_darija_e5,1,موقع تاوريرت بين السلاسل الجبلية المذكورة، المنتصبة من جهتي الشمال والغرب، والتي تقف كحاجز أمام تسرب الكتل الهوائية الرطبة نحو الداخل.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w060,C2_darija_e5,1,رحلت السلطات الإسبانية القبائل الصحراوية إلى إقليم واد نون بالمغرب في عام 1969 بناءً على ترحيل سلطات الاستعمار الإسباني لهذه القبائل من إقليم الساقية الحمراء إلى هناك.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w056,C2_darija_e5,1,الموقع يذكر أن النقوش الصخرية في إقليم السمارة تعود إلى 4000-ق-م إلى 8000-ق-م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w024,C2_darija_e5,1,صادرات المغرب من النسيج إلى الولايات المتحدة ارتفعت بنسبة %122 سنة 2006.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w008,C2_darija_e5,1,المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w009,C2_darija_e5,1,المعدل التضخمي وصل إلى نسبة 0.7% حسب التقرير البنكي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w109,C2_darija_e5,1,السفير الثاني كان أحمد بن المهدي الغزال.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w152,C2_darija_e5,1,أبرز الزعماء الأمازيغية الذين قادوا المقاومة ضد الرومان هي تاكفاريناس وأيديمون ودونات، كما ذكر في النص الأول.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w023,C2_darija_e5,1,اتفاقية التجارة الحرة بين المغرب وأمريكا تسجلت يوم 15 يونيو 2004.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w140,C2_darija_e5,1,سياسة حكومة الريف فيما يخص الأراضي الفلاحية كانت تشمل سحب الأراضي الزراعية من من يتهاون في زراعتها للمحافظة على الإنتاج.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w174,C2_darija_e5,0,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w027,C2_darija_e5,1,"80,4% من إنتاج الكهرباء في المغرب مُعتمد عليه في مجال الوقود الأحفوري، وتحديداً الفحم占据其中的54,8%.",0,0,1,"مدعوم: لا  
مطابق: لا",0
w189,C2_darija_e5,1,"مريم بوعود فازت بجائزة ""قارئ العام للعالم العربي"".",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w036,C2_darija_e5,0,المغرب يستورد حوالي 40% إلى 60% من حاجياته في الحبوب حسب الحالة المناخية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w058,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w063,C2_darija_e5,1,الصناعات التقليدية في مركز الريش تشمل الزربية والجلباب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w071,C2_darija_e5,1,1614 إلى 1681,0,0,1,"مدعوم: لا  
مطابق: لا",0
w190,C2_darija_e5,1,تخاف المغاربة من القانون لأنهم يعتقدون أنه يقسم بلدهم إلى عالمين متمايزين، عربي ومغربي، مما يثير الشعور بالانفصال الكلي بينهما. كما يعتبرونه تطبيقًا للآيديولوجيا الاستعمارية السابقة، مما يثير الذكريات السلبية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w007,C2_darija_e5,1,شكيب بنموسى,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w029,C2_darija_e5,1,总产值 الخام لقطاع الصيد البحري في المغرب ارتفع من 8.3 مليار درهم في 2007 إلى 15 مليار درهم في 2015.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w164,C2_darija_e5,1,بعد أحداث الدار البيضاء، عاد السلطان محمد الخامس إلى الدار البيضاء لمواساة أسر الضحايا، ثم توجه إلى طنجة لإلقاء خطابه طلباً للاستقلال.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w067,C5_darija_reranked,1,وحدة التبريد تحافظ على التفاح وتصل سعتها إلى 1600 طن لتزويد الفنادق السياحية بميدلت و سيدي حمزة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w188,C5_darija_reranked,1,ساعتين و11 دقيقة و34 ثانية,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w102,C5_darija_reranked,1,تتفوق الحرارة في فصل الصيف إلى أكثر من 39.6 درجة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w194,C5_darija_reranked,1,حسب الاعتقاد، تزنيت تُنسب لامرأة اسمها للا زنينية ويقرأ اسمها بالأمازيغية باسم تزنيت.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w112,C5_darija_reranked,1,في الكهوف والمغارات، حيث تقطن بعض قبائل المنطقة حتى الآن.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w122,C5_darija_reranked,1,وفور وفرة سمك الشابل والتون في أزمور، والإقبال الأوروبي على شرائه، كان سبباً مباشراً في استعجال احتلالها من طرف البرتغاليين حسب مارمول كربخال.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w014,C5_darija_reranked,1,"وصل عدد الساكنة للمغرب في 2024 إلى حوالي 36,8 مليون نسمة.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w003,C5_darija_reranked,1,"13,6%",0,0,1,"مدعوم: لا  
مطابق: لا",0
w065,C5_darija_reranked,1,الأمازيغ في الأطلس المتوسط عاشوا في جماعات منعزلة ومغلقة، بمعزل عن القبائل المجاورة، ولم يعرفوا أي شكل من أشكال الاتحاد الكونفدرالي، رغم الغزوات الفينيقية والرومانية والوندالية والعربية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w045,C5_darija_reranked,1,لتشجيع الاستثمارات والصادرات، والمساهمة في تمويل مشروع طرامواي الرباط - سلا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w137,C5_darija_reranked,1,الرسوم كانت مفروضة على المواطنين الذين كانوا يلجون لسبتة ومليلية، وكانت بلغت الرسوم في الناضور 100 درهم للراجلين.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w171,C5_darija_reranked,1,حي القيروانيين سمي بهذا الاسم استقرا فيه التجار القادمين من القيروان.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w129,C5_darija_reranked,0,كان المرابطون يستعملون اللون الكحل في راياتهم باعترافهم الاسمي بشرعية الخلافة العباسية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w077,C5_darija_reranked,1,سلالة مكناس هي المخصصة لإنتاج الحليب بلا منازع.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w159,C5_darija_reranked,0,مشكل القطاع الصناعي الأساسي في المغرب هو الفساد والبيروقراطية الإدارية التي عانت منها حقبة الحسن الثاني، والتي أدت إلى تعثر العديد من المشاريع الصناعية وتعزيز البيروقراطية في القطاع.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w168,C5_darija_reranked,1,حصن تاونت (الغزوات حاليا) بناه المطغريون.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w046,C5_darija_reranked,1,وصل عدد الجماعات في المغرب إلى 1503 جماعات في عام 2009.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w131,C5_darija_reranked,1,الناس في تاوريرت تعتمد في معيشتهم على تربية الماشية والزراعة البورية، مع اعتمادهم البسيط على الزراعة السقوية والمرتبطة ببعض الآبار.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w031,C5_darija_reranked,1,قطاع الخدمات يساهم بنسبة 56.5% في الناتج المحلي الإجمالي للبلاد في 2017.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w004,C5_darija_reranked,1,"تزايدت نسبة الاعتماد على الطاقة الريحية في المغرب من %2,8 في عام 2010 إلى %8,1 في عام 2015.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w160,C5_darija_reranked,1,وصل عدد المنشورات بالعربية في الموسم 2018-2019 إلى 3312 منشورًا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w016,C5_darija_reranked,1,وصل معدل النمو السكاني ما بين 2014 و2024 إلى 0.85%.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w043,C5_darija_reranked,1,"وصل عدد سكان جماعة خنيفرة في 2024 إلى 123,738 نسمة.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w127,C5_darija_reranked,1,ارتفاع سطات عن سطح البحر حوالي 370 مترا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w187,C5_darija_reranked,1,حكم بطليموس الموريطاني من 33 حتى 40 ميلادية.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w163,C5_darija_reranked,1,5 ديسمبر 1952,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w048,C5_darija_reranked,1,الزراعة المسقية تسهم في 75% من الصادرات الفلاحية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w111,C5_darija_reranked,1,أش كتعني المنطقة المقعرة بالأمازيغية.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w006,C5_darija_reranked,1,وصل معدل البطالة على الصعيد الوطني في الفصل الثاني من سنة 2025 إلى 12.8%.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w195,C5_darija_reranked,1,المهام تتولى الهيئة المغربية لسوق الرساميل حماية المدخرين والمستثمرين، مراقبة سير أسواق الرساميل، ضمان شفافية العمليات المالية، تنظيم المشاركين في السوق والأدوات المالية، تعزيز الثقافة المالية. وتشرف الهيئة على جميع أسواق الرساميل.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w038,C5_darija_reranked,1,16289 نسمة,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w123,C5_darija_reranked,1,1476,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w013,C5_darija_reranked,1,حتى 31 دجنبر 2011 بقى ممكن تبدل الأوراق البنكية القديمة في بنك المغرب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w037,C5_darija_reranked,0,حوالي 34% من مجموع القوى العاملة في المغرب يشغلون الفلاحة.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w154,C5_darija_reranked,1,المقر الرئيسي لصندوق محمد السادس للاستثمار يقع في مدينة الرباط.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w070,C5_darija_reranked,1,أشمن سمية الإسبان للمهدية سان ميغيل دي أولطرامار.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w062,C5_darija_reranked,1,عهد توماس جيفرسون بدأ الحرب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w196,C5_darija_reranked,1,طارق السنهاجي، الذي عينه الملك محمد السادس.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w033,C5_darija_reranked,1,المغرب احتل المرتبة 107 في إنتاجية اليد العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w173,C5_darija_reranked,1,16 نوفمبر 1955,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w172,C5_darija_reranked,1,2 أكتوبر 1955,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w061,C5_darija_reranked,1,13 مايو 1801,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w011,C5_darija_reranked,1,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w145,C5_darija_reranked,1,توفي التهامي المزواري الكلاوي يوم الاثنين من سنة 1956م على الساعة الواحدة بعد الظهر، ودفن صباح الثلاثاء بضريح ابن سليمان الجزولي، وعُيّن الفاطمي بن سليمان باشا فاس السابق لتشكيل الحكومة بعد ذلك.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w161,C5_darija_reranked,1,آلة الكمبري صنعت من جِلد الإبل وجِلد الماعز.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w053,C5_darija_reranked,1,المزّة تتكون عادةً من 6-8 أنواع من السلطات، إلى جانب الخضروات المخللة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w126,C5_darija_reranked,1,الرمز للعاصمة سطات هو الحصان الذي يتواجد في قلب المدينة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w107,C5_darija_reranked,1,البنك المخزني المغربي قام بدور البنك المركزي للدولة المغربية إلى غاية إيقاف عمله سنة 1959 وإنشاء بنك المغرب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w074,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w114,C5_darija_reranked,1,القصر الصغير بعيد عن الطريق التي تربط طنجة وتطوان بـ35 كلم.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w106,C5_darija_reranked,1,1907 في طنجة شمال المغرب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w096,C5_darija_reranked,1,مرسوم 2.24.1122 في 26 ديسمبر 2024.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w104,C5_darija_reranked,1,خلال 1956-1982، اتسم الاقتصاد المغربي بنموذج اقتصادي مختلط، تداخل فيه الاختيار الليبرالي مع الاقتصاد الموجّه، مما أدى إلى إرساء الاستقلالية الاقتصادية وتطبيق توصيات سياسة التقويم الهيكلي، وتطهير المالية العمومية، وتحرير الأسواق، ورفع الدولة ليدها على بعض القطاعات الاقتصادية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w146,C5_darija_reranked,1,1884,0,0,1,"مدعوم: لا  
مطابق: لا",0
w044,C5_darija_reranked,1,24.5%,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w001,C5_darija_reranked,1,168000 طوموبيل جديدة تباع سنويا في المغرب في 2017.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w162,C5_darija_reranked,1,المنشورات بالأمازيغية كانت 45 منشورًا في الموسم 2018-2019.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w193,C5_darija_reranked,1,كيلقبوا تزنيت بعاصمة الفضة لأن المدينة تشتهر بصناعة وإنتاج المجوهرات الفضية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w017,C5_darija_reranked,1,"88,5%",0,0,1,"مدعوم: لا  
مطابق: لا",0
w081,C5_darija_reranked,1,6 أيام,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w103,C5_darija_reranked,1,أبرز الوديان في عين بني مطهر هي واد الشارف واد تبودة وادي مسخسخة وادي وزين.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w039,C5_darija_reranked,1,منذ سنة 1995 لم تعد هناك محطة قطار في عين بني مطهر.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w157,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w177,C5_darija_reranked,1,الموارد السياحية الرئيسية لجاذبية إفران تشمل المنتزه الوطني لإفران، البحيرات والمصادر، الشلالات، المجالات الغابوية، محطة ميشليفن للتزلج، بالإضافة إلى مجموعة من الموارد الطبيعية والترفيهية الأخرى.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w136,C5_darija_reranked,1,ارتفاع أسعار المواد الاستهلاكية الرئيسية في 1983، 67 % بالنسبة للزبدة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w079,C5_darija_reranked,1,مدينة الحاجب تبعد عن مكناس مسافة 32 كلم.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w116,C5_darija_reranked,1,في 23 أكتوبر 1458م استولى الجيش البرتغالي بقيادة ألفونس الخامس على القصر الصغير.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w020,C5_darija_reranked,1,المواد الأساسية لواردات المغرب تشكلها المواد التجهيزية ومصادر الطاقة.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w015,C5_darija_reranked,1,"تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w178,C5_darija_reranked,1,1994,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w147,C5_darija_reranked,1,مستشفى القرب بأحفير تدشينه يوم 25 يوليوز 2024.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w180,C5_darija_reranked,1,أغلب وحدات صناعة التجميد تت集رون في جنوب المغرب، بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w066,C5_darija_reranked,1,المعلومات غير متوفرة في النصوص,0,1,1,"مدعوم: لا  
مطابق: نعم",1
w085,C5_darija_reranked,0,مشكلة العزلة عن الخدمات الاجتماعية في بعض الأحياء البعيدة، مشاكل النظافة، قلة الموارد المائية، ناقلة المياه الجوفية، مشكلة الغياب المتكرر للأساتذة، وقلة المدارس.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w166,C5_darija_reranked,1,حكم أسكيا محمد إمبراطورية الصُّنغاي من 898 هـ حتى وفاته في 916 هـ / 1492 م.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w047,C5_darija_reranked,1,المساحة المسقية في المغرب بلغت الآن 1050000 هكتار.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w105,C5_darija_reranked,1,أولى الأوراش الاقتصادية لأول الحكومات المغربية (حكومات البكاي وعبد الله إبراهيم) كانت إرساء الاستقلالية الاقتصادية، وذلك عبر إصدار العملة الوطنية، وخلق مؤسسات الوصاية والتوجيه الاقتصادي، وإرساء نظام بنكي عصري.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w080,C5_darija_reranked,1,مغارة تشبه وجه الأسد هي أشهر مغارة في مدينة الحاجب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
