qid,cond,context,answer,gold_in_context,prompt_tokens,gen_seconds,faithful,correct,faithful_v2,correct_v2,judge_parsed,judge_raw,refused
w003,E,"['wiki_01011', 'wiki_01012', 'wiki_01297', 'chunk_016', 'wiki_01299']","13,6%",1,1403,1.0619982182979584,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w004,E,"['wiki_01012', 'wiki_01022', 'wiki_01020', 'wiki_02512', 'wiki_01297']","ارتفعت النسبة من 2,8% في 2010 إلى 8,1% في 2015.",1,2072,1.0619982182979584,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w005,E,"['wiki_01012', 'wiki_01419', 'wiki_01011', 'wiki_01420', 'wiki_01024']",المعلومة غير متوفرة في النصوص,1,1864,1.0619982182979584,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w006,E,"['wiki_00564', 'chunk_011', 'wiki_00563', 'wiki_02362', 'wiki_02608']",استقر عند 12.8%.,1,1501,1.0619982182979584,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w007,E,"['wiki_00564', 'wiki_01408', 'wiki_02701', 'wiki_00290', 'wiki_01369']",شكيب بنموسى,1,1704,1.0619982182979584,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w008,E,"['wiki_00564', 'wiki_02691', 'wiki_02693', 'wiki_00291', 'wiki_02608']",المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1862,1.0619982182979584,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w009,E,"['wiki_02608', 'wiki_01361', 'wiki_00433', 'wiki_01173', 'wiki_02607']",المعلومة غير متوفرة في النصوص,1,1588,1.0089381337165833,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w010,E,"['wiki_02608', 'wiki_01281', 'wiki_02609', 'wiki_00456', 'wiki_01361']",نقص عجز الميزانية من الناتج المحلي فـ2017 بنسبة 0.1%.,1,1751,1.0089381337165833,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w011,E,"['wiki_02608', 'chunk_013', 'wiki_00564', 'wiki_00563', 'wiki_01312']",المعلومة غير متوفرة في النصوص,1,1430,1.0089381337165833,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w012,E,"['wiki_02230', 'wiki_02231', 'wiki_02229', 'wiki_02227', 'wiki_01491']",فاتح أبريل 1998,1,1720,1.0089381337165833,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w013,E,"['wiki_02230', 'wiki_01491', 'wiki_02224', 'wiki_02227', 'wiki_00565']",حتى 31 دجنبر 2011.,1,1819,1.0089381337165833,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w014,E,"['wiki_02691', 'wiki_02693', 'wiki_02741', 'wiki_00048', 'wiki_00858']",المعلومة غير متوفرة في النصوص,1,1914,1.0089381337165833,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w015,E,"['wiki_02691', 'wiki_00582', 'wiki_02693', 'wiki_00564', 'wiki_01654']","تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1711,1.0089381337165833,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w016,E,"['wiki_02691', 'wiki_00564', 'wiki_02194', 'wiki_02193', 'wiki_02693']","انخفض تدريجياً من 2,6% إلى 0,85%.",1,1842,1.0089381337165833,0,0,1,0,1,"مدعوم: نعم
مطابق: لا",0
w017,E,"['wiki_01011', 'wiki_01012', 'wiki_01297', 'wiki_01296', 'wiki_01018']","88,8٪",1,1556,0.7775012254714966,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w018,E,"['wiki_01011', 'wiki_01379', 'wiki_01297', 'wiki_01377', 'wiki_02385']",يمثل الإنتاج الوطني من الطاقة حوالي 8% من الحاجيات ديال البلاد.,1,1652,0.7775012254714966,1,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w019,E,"['wiki_00436', 'wiki_00435', 'wiki_00569', 'wiki_00444', 'wiki_01110']",15%,1,1634,0.7775012254714966,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w020,E,"['wiki_00436', 'wiki_00568', 'wiki_00569', 'wiki_00448', 'wiki_00959']",مواد التجهيزية ومصادر الطاقة,1,1615,0.7775012254714966,1,0,1,0,1,"مدعوم: نعم
مطابق: لا",0
w021,E,"['wiki_01430', 'wiki_00444', 'wiki_00448', 'wiki_00568', 'wiki_00436']",55.8 %,1,1688,0.7775012254714966,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w022,E,"['wiki_01430', 'wiki_01766', 'wiki_00903', 'wiki_00651', 'wiki_01524']",المعلومة غير متوفرة في النصوص,1,1689,0.7775012254714966,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w023,E,"['wiki_00350', 'wiki_00574', 'wiki_01725', 'wiki_00572', 'wiki_02967']",15 يونيو 2004,1,1551,0.7775012254714966,1,0,1,0,1,"مدعوم: نعم
مطابق: لا",0
w024,E,"['wiki_00574', 'wiki_00575', 'wiki_01284', 'wiki_00569', 'wiki_00428']",百分之壹二百二十二,1,1628,0.7775012254714966,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w025,E,"['wiki_00574', 'wiki_01372', 'wiki_00547', 'wiki_01655', 'wiki_00740']",نسيج وصناعة السيارات,1,1649,1.4287891387939453,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w026,E,"['wiki_01297', 'wiki_01298', 'wiki_00682', 'wiki_01080', 'wiki_01770']",المعلومة غير متوفرة في النصوص,1,1687,1.4287891387939453,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w027,E,"['wiki_01011', 'wiki_01012', 'wiki_01297', 'wiki_01013', 'wiki_01021']","86,4%",1,1652,1.4287891387939453,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w028,E,"['wiki_02790', 'wiki_02789', 'wiki_02738', 'wiki_02899', 'wiki_01474']",طنجة وأكادير والعيون,1,1753,1.4287891387939453,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w029,E,"['wiki_02790', 'wiki_02791', 'wiki_02783', 'wiki_00440', 'wiki_01289']",ساهم مخطط أليوتيس بشكل ملحوظ في تحديث قطاع الصيد البحري، حيث إنتقل الناتج الداخلي الخام لقطاع الصيد البحري بين سنتي 2007 و 2015 من 8.3 إلى 15 مليار درهم.,1,1845,1.4287891387939453,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w030,E,"['wiki_02790', 'wiki_01289', 'wiki_02783', 'wiki_02791', 'wiki_02792']","1,46 مليون طن",1,1834,1.4287891387939453,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w031,E,"['wiki_01281', 'wiki_00428', 'wiki_02607', 'wiki_00445', 'wiki_02608']",المعلومة غير متوفرة في النصوص,1,1832,1.4287891387939453,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w032,E,"['wiki_01281', 'wiki_00433', 'wiki_01361', 'wiki_01359', 'wiki_00456']",بلغ الناتج المحلي الإجمالي للفرد 3.750 دولار أمريكي حسب تقديرات صندوق النقد الدولي لسنة 2023.,1,1543,1.4287891387939453,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w033,E,"['wiki_01281', 'wiki_01284', 'wiki_01312', 'wiki_01279', 'wiki_00442']",المغرب يحتل المرتبة 107 في إنتاجية القوى العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,1805,1.0725180208683014,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w034,E,"['wiki_02387', 'wiki_01379', 'wiki_01380', 'wiki_01024', 'wiki_01297']",وصل إنتاج الطاقة الكهرمائية فـ2004 إلى 2700 مليون كيلواط.,1,1739,1.0725180208683014,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w035,E,"['wiki_01379', 'wiki_02386', 'wiki_01378', 'wiki_00633', 'wiki_02411']",المدارات المسقية تبلغ حصة بين 7% و10% فالناتج المحلي الخام حسب الحالة المائية للسنة.,1,1640,1.0725180208683014,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w036,E,"['wiki_02384', 'wiki_01287', 'wiki_01742', 'wiki_01095', 'wiki_01258']",المغرب يستورد 40% حتى 60% من حاجيات الحبوب حسب الحالة المناخية.,0,1584,1.0725180208683014,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w037,E,"['chunk_007', 'wiki_01095', 'wiki_02385', 'wiki_00439', 'wiki_00438']",90% من جملة السكان المشتغلين بالزراعة,0,1355,1.0725180208683014,0,0,1,0,1,"مدعوم: نعم
مطابق: لا",0
w038,E,"['wiki_02646', 'wiki_02645', 'wiki_02635', 'wiki_02644', 'wiki_02641']",16289 نسمة,1,1648,1.0725180208683014,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w039,E,"['wiki_02635', 'wiki_02646', 'wiki_02642', 'wiki_02644', 'wiki_01022']",الموضوع غير متوفر في النصوص.,1,1841,1.0725180208683014,1,1,0,0,1,"مدعوم: لا
مطابق: لا",0
w040,E,"['wiki_00814', 'wiki_02333', 'wiki_00793', 'wiki_02649', 'wiki_02293']",عدد المدارس الابتدائية في الدار البيضاء للموسم الدراسي 2008/2009 هو 435 مدرسة.,1,1744,1.0725180208683014,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w041,E,"['wiki_01106', 'wiki_00441', 'wiki_01110', 'wiki_01290', 'wiki_00436']",المعلومة غير متوفرة في النصوص,1,1788,0.9697757959365845,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w042,E,"['wiki_01106', 'wiki_01650', 'wiki_01290', 'wiki_01108', 'wiki_01426']",الصين,1,1689,0.9697757959365845,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w043,E,"['wiki_02193', 'wiki_02194', 'wiki_02187', 'wiki_02357', 'wiki_02188']","وصل عدد سكان جماعة خنيفرة فـ2024 إلى 242,376 نسمة.",1,1802,0.9697757959365845,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w044,E,"['wiki_02194', 'wiki_02187', 'wiki_02193', 'wiki_02189', 'wiki_02198']",المعلومة غير متوفرة في النصوص,1,1712,0.9697757959365845,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w045,E,"['wiki_01074', 'wiki_01070', 'wiki_01077', 'wiki_00959', 'wiki_00356']",لتشجيع الاستثمارات والصادرات، والمساهمة في تمويل مشروع طرامواي الرباط - سلا,1,1561,0.9697757959365845,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w046,E,"['wiki_01663', 'wiki_01662', 'wiki_02700', 'wiki_01265', 'wiki_00967']",وصل عدد الجماعات في المغرب فـ2009 إلى 1503 جماعة.,1,1798,0.9697757959365845,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w047,E,"['wiki_01378', 'wiki_02386', 'wiki_02411', 'wiki_00633', 'wiki_01942']",المعلومة غير متوفرة في النصوص,1,1588,0.9697757959365845,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w048,E,"['wiki_01378', 'wiki_02386', 'wiki_02385', 'wiki_00633', 'wiki_02824']",تساهم في 75% من الصادرات الفلاحية.,1,1666,0.9697757959365845,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w049,E,"['wiki_02609', 'wiki_01280', 'wiki_02225', 'wiki_02227', 'wiki_01486']",من ±0.3% إلى ±2.5%.,1,1789,0.9157763421535492,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w050,E,"['wiki_02609', 'wiki_02610', 'wiki_00806', 'wiki_00749', 'wiki_00412']",خفض الدين العام إلى 60% من إجمالي الناتج المحلي بحلول عام 2021.,1,1650,0.9157763421535492,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w051,E,"['wiki_01040', 'wiki_01981', 'wiki_01036', 'wiki_01035', 'wiki_01043']",ثمانية وعشرين سنة,1,1696,0.9157763421535492,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w052,E,"['wiki_01040', 'wiki_01505', 'wiki_02575', 'wiki_01667', 'wiki_02278']",19 ماي 1881م,1,1518,0.9157763421535492,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w053,E,"['wiki_02950', 'wiki_02953', 'wiki_02952', 'wiki_02955', 'wiki_02954']",المزة تتكون من 6–8 أنواع من السلطات.,1,1822,0.9157763421535492,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w054,E,"['wiki_02950', 'wiki_02953', 'wiki_02952', 'wiki_02954', 'wiki_00484']",المعلومة غير متوفرة في النصوص,0,1816,0.9157763421535492,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w055,E,"['wiki_00949', 'wiki_00936', 'wiki_00948', 'wiki_00200', 'wiki_02497']",المعلومة غير متوفرة في النصوص,1,1497,0.9157763421535492,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w056,E,"['wiki_00949', 'wiki_00948', 'wiki_02671', 'wiki_02497', 'wiki_00936']",رجعت النقوش الصخرية إلى 4000-ق-م 8000-ق.م,1,1507,0.9157763421535492,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w057,E,"['wiki_02594', 'wiki_02596', 'wiki_02595', 'wiki_02597', 'wiki_01829']",سعيد العلام,1,1687,1.0256089866161346,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w058,E,"['wiki_02594', 'wiki_02595', 'wiki_02597', 'wiki_02596', 'wiki_00058']",المعلومة غير متوفرة في النصوص,1,1674,1.0256089866161346,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w059,E,"['wiki_01477', 'wiki_01476', 'wiki_01267', 'wiki_02756', 'wiki_01482']",البوليساريو اقترحت إقحام فقط الصحراويين الذين تم إحصاؤهم من طرف الإدارة الإسبانية عام 1974م.,1,1478,1.0256089866161346,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w060,E,"['wiki_01477', 'wiki_01659', 'wiki_00301', 'wiki_00352', 'wiki_01252']",المعلومة غير متوفرة في النصوص,1,1786,1.0256089866161346,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w061,E,"['wiki_00652', 'wiki_02133', 'wiki_00651', 'wiki_02124', 'wiki_00905']",13 مايو 1801,1,1532,1.0256089866161346,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w062,E,"['wiki_00652', 'wiki_02130', 'wiki_00651', 'wiki_02132', 'wiki_02124']",湯姆ز جيفرسن,1,1652,1.0256089866161346,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w063,E,"['wiki_00873', 'wiki_00879', 'wiki_00878', 'wiki_00871', 'wiki_00872']",الصناعة التقليدية اللي مشهورة في مركز الريش هي الزربية و الجلباب.,1,1669,1.0256089866161346,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w064,E,"['wiki_00873', 'wiki_00879', 'wiki_00872', 'wiki_00871', 'wiki_00878']",صناعة الفخار، الدباغة، صياغة الحلي.,1,1667,1.0256089866161346,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w065,E,"['wiki_00622', 'wiki_01232', 'wiki_02900', 'wiki_02895', 'wiki_02063']",عاشو في جماعات منعزلة ومغلقة، كل قبيلة كيان مستقل دون علاقات واضحة مع القبائل المجاورة.,1,1667,1.0085773766040802,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w066,E,"['wiki_00622', 'wiki_02730', 'wiki_01061', 'wiki_02494', 'wiki_02895']",المعلومة غير متوفرة في النصوص,1,1759,1.0085773766040802,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w067,E,"['wiki_00872', 'wiki_00879', 'wiki_00877', 'wiki_00878', 'wiki_00871']",1600 طن,1,1782,1.0085773766040802,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w068,E,"['wiki_00872', 'wiki_00879', 'wiki_00875', 'wiki_00868', 'wiki_00869']",مدينة مكناس,1,1611,1.0085773766040802,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w069,E,"['wiki_00193', 'wiki_01254', 'wiki_00797', 'wiki_00645', 'wiki_02204']",المعلومة غير متوفرة في النصوص,1,1796,1.0085773766040802,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w070,E,"['wiki_01791', 'wiki_01796', 'wiki_01792', 'wiki_01795', 'wiki_00963']",سان ميغيل دي أولطرامار,1,1569,1.0085773766040802,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w071,E,"['wiki_01791', 'wiki_01796', 'wiki_01795', 'wiki_00694', 'wiki_01512']",1500 جندي,1,1681,1.0085773766040802,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w072,E,"['wiki_01795', 'wiki_01794', 'wiki_01770', 'wiki_01688', 'wiki_01685']",1614 و1681,1,1781,1.0085773766040802,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w073,E,"['wiki_02019', 'wiki_02015', 'wiki_01953', 'wiki_01897', 'wiki_02017']",يوليوز – غشت 1947,1,1644,1.0516108870506287,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w074,E,"['wiki_02015', 'wiki_01009', 'wiki_02016', 'wiki_02019', 'wiki_02020']",المجلس كان مكون من منتخبين مختارين من قبل رؤساء العائلات حسب الانتماء الإثني لكل مجموعة قبيلة.,1,1746,1.0516108870506287,1,1,1,0,1,"مدعوم: نعم
مطابق: لا",0
w075,E,"['wiki_01101', 'wiki_01103', 'wiki_00920', 'wiki_00331', 'wiki_01102']",تنتشر السلالة ديال البقر والماس زعير في كل من منطقة الرماني وزمور وزعير وقبائل زيان خاصة في منطقة مريرت.,1,1599,1.0516108870506287,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w076,E,"['wiki_01101', 'wiki_00920', 'wiki_02837', 'wiki_00883', 'wiki_00784']",سنة 1981,1,1677,1.0516108870506287,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w077,E,"['wiki_01101', 'wiki_01103', 'wiki_01099', 'wiki_01102', 'wiki_00872']",سلالة مكناس,1,1791,1.0516108870506287,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w078,E,"['wiki_00645', 'wiki_00643', 'wiki_00646', 'wiki_01611', 'wiki_00797']",1200 متر,1,1806,1.0516108870506287,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w079,E,"['wiki_00643', 'wiki_00645', 'wiki_00646', 'wiki_00115', 'wiki_00644']",تبعد مدينة الحاجب عن مكناس بمسافة 32 كلم.,1,1810,1.0516108870506287,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w080,E,"['wiki_00645', 'wiki_00643', 'wiki_00646', 'wiki_00647', 'wiki_00767']",المغارة التي تشبه وجه الأسد,1,1714,1.0516108870506287,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w081,E,"['wiki_01214', 'wiki_01216', 'wiki_01215', 'wiki_01095', 'wiki_01217']",ثلاثة نهارات للمحترفين وثلاثة نهارات لعامة الناس.,1,1530,1.3855056762695312,1,1,1,0,1,"مدعوم: نعم
مطابق: لا",0
w082,E,"['wiki_01216', 'wiki_01214', 'wiki_01215', 'wiki_01217', 'wiki_01104']",الأيام الثلاثة الأولى مخصصة للمحترفين، والأيام الثلاثة الأخرى مفتوحة لعامة الناس.,1,1499,1.3855056762695312,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w083,E,"['wiki_01216', 'wiki_01214', 'wiki_01215', 'wiki_01217', 'wiki_01104']","مساحة المعرض الدولي للفلاحة بالمغرب تبلغ 370,000 m2.",1,1491,1.3855056762695312,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w084,E,"['wiki_02925', 'wiki_01281', 'wiki_02924', 'wiki_02926', 'wiki_00321']",السياحة,1,1582,1.3855056762695312,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w085,E,"['wiki_02926', 'wiki_02924', 'wiki_02927', 'wiki_01093', 'wiki_01941']",المشاكل اللي كتعاني منها مدينة مرزوكة هي الغياب المتكرر للأساتذة، ومرافق المدرسة المهمشة، وعدم وجود مدارس إعدادية أو ثانوية، ومشكل النظافة، وقلة الموارد المائية، ونقل المياه الجوفية.,0,1700,1.3855056762695312,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w086,E,"['wiki_01372', 'wiki_01373', 'wiki_01726', 'wiki_01772', 'wiki_01794']",فتحت المنطقة الحرة الأطلسية سنة 2012.,1,1722,1.3855056762695312,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w087,E,"['wiki_01372', 'wiki_00778', 'wiki_00555', 'wiki_00424', 'wiki_02211']",على بعد حوالي 120 كيلومترًا.,1,1720,1.3855056762695312,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w088,E,"['wiki_01372', 'wiki_01373', 'wiki_02499', 'wiki_00707', 'wiki_01937']",تقدر المساحة بالحوتاهات بحوالي 500 هكتار.,1,1652,1.3855056762695312,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w089,E,"['wiki_01161', 'wiki_01162', 'wiki_00455', 'wiki_00456', 'wiki_00433']",اللجنة الوطنية لمناخ الأعمال أُحدثت سنة 2009 ويرأسها رئيس الحكومة.,1,1565,0.9557055532932281,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w090,E,"['wiki_01161', 'wiki_01162', 'wiki_00456', 'wiki_01163', 'wiki_00455']","الcommittee's objective is to propose measures aimed at improving the legal and regulatory framework for business, coordinate their implementation, and evaluate their impact on relevant sectors.",1,1479,0.9557055532932281,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w091,E,"['wiki_00904', 'wiki_01785', 'wiki_01715', 'wiki_01691', 'wiki_01756']",المعلومة غير متوفرة في النصوص,1,1473,0.9557055532932281,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w092,E,"['wiki_00904', 'wiki_02702', 'wiki_01798', 'wiki_02187', 'wiki_02700']",مراكش,1,1690,0.9557055532932281,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w093,E,"['wiki_00323', 'wiki_00324', 'wiki_00325', 'wiki_01660', 'wiki_00920']",المعلومة غير متوفرة في النصوص,1,1734,0.9557055532932281,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w094,E,"['wiki_00324', 'wiki_00325', 'wiki_00930', 'wiki_01738', 'wiki_02631']",Shenquit,1,1791,0.9557055532932281,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w095,E,"['wiki_02031', 'wiki_00901', 'wiki_02030', 'wiki_00246', 'wiki_02037']",2 كم,1,1504,0.9557055532932281,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w096,E,"['wiki_00650', 'wiki_02863', 'wiki_00649', 'wiki_02729', 'wiki_02933']",مرسوم رقم 2.24.1122,1,1289,0.9557055532932281,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w097,E,"['wiki_00650', 'wiki_00373', 'wiki_00649', 'wiki_02973', 'wiki_02863']",نص [1],1,1303,0.9109580218791962,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w098,E,"['wiki_01204', 'wiki_00141', 'wiki_01203', 'wiki_00779', 'wiki_00487']",المدرسة البوعنانية تبنت في فاس بين عامي 1350م و1355م.,1,1645,0.9109580218791962,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w099,E,"['wiki_01204', 'wiki_01203', 'wiki_01205', 'wiki_01613', 'wiki_01615']",باب القصبة,1,1751,0.9109580218791962,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w100,E,"['wiki_01367', 'wiki_00147', 'wiki_01366', 'wiki_02697', 'wiki_02251']",المقاعد تتسع لـ 167 شخصا.,1,1740,0.9109580218791962,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w101,E,"['wiki_02635', 'wiki_02640', 'wiki_02641', 'wiki_02645', 'wiki_02642']",المعلومة غير متوفرة في النصوص,1,1624,0.9109580218791962,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w102,E,"['wiki_02640', 'wiki_02635', 'wiki_02642', 'wiki_01541', 'wiki_02641']",تفوق 39.6 درجة,1,1515,0.9109580218791962,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w103,E,"['wiki_02640', 'wiki_02635', 'wiki_02642', 'wiki_01038', 'wiki_02644']",واد الشارف واد تبودة وادي مسخسخة وادي وزين,1,1638,0.9109580218791962,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w104,E,"['wiki_00431', 'wiki_01650', 'wiki_00430', 'wiki_02691', 'wiki_01654']",تداخل النزعة الليبرالية مع الاقتصاد الموجّه.,1,1617,0.9109580218791962,1,1,1,0,1,"مدعوم: نعم
مطابق: لا",0
w105,E,"['wiki_00431', 'wiki_00461', 'wiki_00430', 'wiki_01650', 'wiki_02000']",أرساء الاستقلالية الاقتصادية,1,1404,1.099593997001648,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w106,E,"['wiki_00565', 'wiki_02224', 'wiki_01486', 'wiki_01487', 'wiki_01491']",تأسس البنك المخزني المغربي سنة 1907 في طنجة شمال المغرب.,1,1718,1.099593997001648,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w107,E,"['wiki_00565', 'wiki_01491', 'wiki_01486', 'wiki_01488', 'wiki_01490']",المعلومة غير متوفرة في النصوص,1,1760,1.099593997001648,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w108,E,"['wiki_00692', 'wiki_00565', 'wiki_02856', 'wiki_00717', 'wiki_00719']",تجريد الدولة المغربية من سلطة الإصدار النقدي وإنشاء بنك مخزني له حصرية الإصدار النقدي.,1,1569,1.099593997001648,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w109,E,"['wiki_00738', 'wiki_00737', 'wiki_00733', 'wiki_00732', 'wiki_00736']",أحمد بن المهدي الغزال,1,1530,1.099593997001648,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w110,E,"['wiki_00738', 'wiki_01126', 'wiki_01680', 'wiki_02086', 'wiki_00737']",عندما مشى محمد بن عثمان المكناسي لإسبانيا، كان لعقد معاهدة لتجديد الصلح بين المغرب وإسبانيا وإطلاق صراح الأسرى الجزائريين بإسبانيا.,1,1620,1.099593997001648,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w111,E,"['wiki_02472', 'wiki_00114', 'wiki_00139', 'wiki_00233', 'wiki_01232']",أصفراو تعني المنطقة المقعرة بالأمازيغية.,1,1776,1.099593997001648,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w112,E,"['wiki_02472', 'wiki_02475', 'wiki_02477', 'wiki_02473', 'wiki_02480']",كانوا ساكنين في الكهوف والمغارات.,1,1773,1.099593997001648,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w113,E,"['wiki_02472', 'wiki_02471', 'wiki_02481', 'wiki_02478', 'wiki_02477']",البهاليل,1,1719,1.0200696885585785,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w114,E,"['wiki_01117', 'wiki_01119', 'wiki_02145', 'wiki_01135', 'wiki_01137']",القصر الصغير على بعد 35 كلم من الطريق الرابطة بين طنجة وتطوان.,1,1670,1.0200696885585785,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w115,E,"['wiki_01117', 'wiki_01118', 'wiki_01123', 'wiki_00784', 'wiki_01121']",مسجد، وحمام، ومركز تجاري.,1,1637,1.0200696885585785,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w116,E,"['wiki_01117', 'wiki_01118', 'wiki_00152', 'wiki_02526', 'wiki_01794']",استولى الجيش البرتغالي على القصر الصغير في يوم 23 أكتوبر 1458م وقادة الجيش كانون Alfonsus V.,1,1794,1.0200696885585785,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
