qid,cond,context,answer,gold_in_context,generator,faithful,correct,judge_parsed,judge_raw,correct_oldjudge,faithful_oldjudge,judge_version,refused
w058,C,['wiki_02594'],فـ2020، عذراء غرناطة ربحات جائزة كتارا للرواية العربية فصنف الرواية غير المنشورة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w059,C,['wiki_01477'],البوليساريو بغات غير الصحراويين اللي دارهم الاستعمار الإسباني فالإحصاء ديال 1974.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w060,C,['wiki_01477'],السلطات الإسبانية رحلات القبائل الصحراوية من إقليم الساقية الحمراء إلى إقليم واد نون فالمغرب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w061,C,['wiki_02133'],الأسطول البحري الأمريكي تصيفط ف يوليو 1801.,0,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w062,C,['wiki_02129'],الحرب بدات فعهد الرئيس توماس جيفرسون.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w063,C,['wiki_00873'],الصناعات التقليدية لي مشهورة بمركز الريش هي الزربية والجلباب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w064,C,['wiki_00879'],الصناعات لي ماشي كاينة فمنطقة الريش هي: الفخار، الدباغة، وصياغة الحلي.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w065,C,['wiki_00622'],الأمازيغ ديال الأطلس المتوسط عاشو فجماعات منعزلة ومغلقة، كل قبيلة كانت كيان مستقل بخصوصياتها، بلا علاقات واضحة مع القبائل لي حداها.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w066,C,['wiki_00622'],لا، القبائل الأمازيغية ما عرفات حتى نوع ديال الاتحاد الكونفدرالي، رغم الغزوات الفينيقية والرومانية والوندالية والعربية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",1,0,Atlas-Chat-9B/v2,0
w067,C,['wiki_00872'],سعتها تصل إلى 1600طن.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w068,C,['wiki_00872'],الفائض ديال تعاونية الحليب ديال الريش كيتباع فمدينة مكناس.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w069,C,['wiki_00797'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w070,C,['wiki_01791'],المعلومة غير متوفرة في النصوص,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w071,C,['wiki_01791'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w072,C,['wiki_01795'],الإسبان بقاو فالمعمورة بين 1614 و1681.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w073,C,['wiki_02019'],مركز المراقب المدني تخلق فجرادة فـ يوليوز – غشت 1947.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w074,C,['wiki_02015'],العمال من مختلف مناطق المملكة.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w075,C,['wiki_01101'],السلالة ديال البقر والماس زعير كتنتشر فمنطقة الرماني، زمور، زعير، وقبائل زيان خاصة فمنطقة مريرت.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w076,C,['wiki_01101'],تكتشفات ف 1981.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",0,1,Atlas-Chat-9B/v2,0
w077,C,['wiki_01101'],سلالة مكناس هي لي مخصصة لإنتاج الحليب بلا منازع.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w078,C,['wiki_00645'],مدينة الحاجب كاينة على ارتفاع 1200 متر فوق سطح البحر.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w079,C,['wiki_00643'],مدينة الحاجب بعيدة على مكناس ب 32 كيلومتر.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w080,C,['wiki_00643'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w081,C,['wiki_01214'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w082,C,['wiki_01214'],المعلومة غير متوفرة في النصوص,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w083,C,['wiki_01214'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w084,C,['wiki_02294'],الاقتصاد ديال مرزوكة كيعتمد بشكل رئيسي على الزراعة، خاصة إنتاج الحمضيات، الزيتون والفواكه الموسمية.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w085,C,['wiki_02924'],المعلومة غير متوفرة في النصوص,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w086,C,['wiki_01372'],تم افتتاحها سنة 2012.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w087,C,['wiki_01372'],المنطقة الحرة الأطلسية بعيدة على الدار البيضاء بحوالي 120 كيلومتر.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w088,C,['wiki_01372'],الموقع والبنية التحتية تقع المنطقة الحرة الأطلسية على مساحة تقارب 500 هكتار.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w089,C,['wiki_01161'],حدثات اللجنة الوطنية لمناخ الأعمال ف 2009 و كيرأسها رئيس الحكومة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w090,C,['wiki_01161'],الهدف ديال اللجنة الوطنية لمناخ الأعمال هو اقتراح التدابير اللي كتحسن الإطار القانوني والتنظيمي للأعمال، وتنسيق تنفيذها، وتقييم أثرها على القطاعات المعنية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w091,C,['wiki_01768'],المعلومة غير متوفرة في النصوص,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,0,Atlas-Chat-9B/v2,1
w092,C,['wiki_02187'],خنيفرة كانت كتعتبر أكبر وأهم مدينة أمازيغية فذاك الوقت.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w093,C,['wiki_00323'],إقليم شنقيط ولا تابع لموريتانيا من 1969.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w094,C,['wiki_00324'],حسب الحجج التاريخية، السيادة ديال سلاطين المغرب امتدت حتى نهر السنغال.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w095,C,['wiki_02031'],سوق خميس تمسمان بعيد 2 كم على وسط المدينة الصغيرة ديال كرونة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w096,C,['wiki_00650'],الزيادة الأخيرة فالأجر الفلاحي تصادق عليها بموجب المرسوم رقم 2.24.1122 في 26 ديسمبر 2024.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w097,C,['wiki_00650'],اتفاق أبريل 2011 نص على توحيد الحد الأدنى للأجور بين القطاعات الفلاحية وغير الفلاحية خلال ثلاث سنوات.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w098,C,['wiki_01204'],المدرسة البوعنانية تبنات ما بين عامي 1350م و1355م.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w099,C,['wiki_01204'],باب بوجلود هو المدخل الرئيسي ديال فاس البالي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w100,C,['wiki_01367'],الطيارة بوينغ 767-300 ديال المسار نيويورك - مراكش فيها 167 مقعد.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w101,C,['wiki_02635'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w102,C,['wiki_02640'],الحرارة كتفوت 39.6 درجة فالصيف فعين بني مطهر.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w103,C,['wiki_02643'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w104,C,['wiki_00431'],النموذج الاقتصادي المغربي ما بين 1956 و1982 كان مختلط، تداخلت فيه النزعة اللبرالية مع التوجيه الاقتصادي، وسياسة تجارية حمائية، وتدخل وازن للسلطات الحكومية في السياسات الاقتصادية والاجتماعية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w105,C,['wiki_00431'],أولى الأوراش الاقتصادية ديال أول الحكومات المغربية كانت إرساء الاستقلالية الاقتصادية، لدولة خارجة للتو من الاستعمار، وذلك عبر إصدار العملة الوطنية، وخلق مؤسسات الوصاية والتوجيه الاقتصادي، وإرساء نظام بنكي عصري.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w106,C,['wiki_00565'],البنك المخزني المغربي تأسس فعام 1907 فطنجة، شمال المغرب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w107,C,['wiki_00565'],حتى لعام 1959.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w108,C,['wiki_02856'],السبب الرئيسي لي خلا مؤتمر الجزيرة الخضراء يتنظم فـ1906 هو الأزمة المغربية الأولى بين فرنسا وألمانيا فـ1905، لي وقعات منين ردات ألمانيا على جهود فرنسا لإنشاء محمية على دولة المغرب المستقلة.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,0
w109,C,['wiki_00738'],السفير الثاني لي زار الأسكوريال هو أحمد بن المهدي الغزال.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w110,C,['wiki_00738'],مشا محمد بن عثمان المكناسي سفير السلطان محمد الثالث لدى بلاط «كارلوس الثالث» باش يوقع معاه معاهدة لتجديد الصلح بين الدولتين، وإطلاق صراح الأسرى الجزائريين بإسبانيا.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w111,C,['wiki_02472'],كلمة أصفراو بالأمازيغية كتعني المنطقة المقعرة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w112,C,['wiki_02476'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w113,C,['wiki_02472'],البلدة لي قريبة من صفرو وباقي فيها شي ناس ساكنين فالكهوف هي البهاليل.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w114,C,['wiki_01117'],القصر الصغير كاين على بعد 35 كيلومتر من الطريق لي كتربط طنجة وتطوان.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w115,C,['wiki_01117'],البقايا الأثرية لي كاينة فموقع القصر الصغير هي مسجد، وحمام، ومركز تجاري تعود إلى فترات تاريخية تمتد من القرن 12 الميلادي إلى غاية القرن 14 الميلادي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w116,C,['wiki_01117'],الجيش البرتغالي بقيادة ألفونس الخامس استولى على القصر الصغير فـ23 أكتوبر 1458م.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w117,C,['wiki_00050'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w118,C,['wiki_01242'],المحاكِم والوزارات والجيش.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w119,C,['wiki_02765'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w120,C,['wiki_02712'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w121,C,['wiki_02269'],كانت معروفة بقصبة المرينيين فالعصر المريني.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w122,C,['wiki_02787'],وفرة سمك الشابل والتون في أزمور، والإقبال الأوروبي على شرائه، كان سبباً مباشراً في استعجال احتلالها من طرف البرتغاليين.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w123,C,['wiki_02787'],إسبانيا بنات برج عسكري عند مصب وادي الشبيكة فعام 1476.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w124,C,['wiki_02319'],"لقب سطات هو ""عاصمة الشاوية"".",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w125,C,['wiki_02319'],83 كم,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w126,C,['wiki_02319'],الرمز ديال مدينة سطات هو الحصان.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w127,C,['wiki_02319'],ارتفاع سطات على سطح البحر حوالي 370 مترا.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w128,C,['wiki_02445'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w129,C,['wiki_00186'],كانو المرابطين كيستعملو اللون الكحل باش يربطو الاعتراف ديالهم بالشرعية ديال الخلافة العباسية.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w130,C,['wiki_01860'],السلاسل الجبلية المذكورة لي منتصبة من جهتي الشمال والغرب هي لي كتوقف الكتل الهوائية الرطبة باش ما توصلش لمنطقة تاوريرت.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w131,C,['wiki_01845'],الناس ديال تاوريرت كانو كيعتمدو على مهاجريهم لي ساكنين فالخارج فمعيشتهم.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w132,C,['wiki_02297'],كانت مدينة سجلماسة التاريخية كاينة فوسط واحة كبيرة جنوب الأطلس الكبير، مقابلة لمدينة الريصاني ف تافيلالت الحالية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w133,C,['wiki_02297'],القيروان,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w134,C,['wiki_02297'],سجلماسة تبنات ف 140 هـ/757م من طرف عيسى بن يزيد الأسود.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w135,C,['wiki_01432'],الضريبة على القيمة المضافة ترفعات من 17% لـ19% فـ1984.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w136,C,['chunk_030'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w137,C,['wiki_02057'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w138,C,['wiki_02057'],مصادر الدخل لي اعتمدات عليهم جمهورية الريف هي: الضرائب على شكل نقود ولا محاصيل، مداخيل الزكاة، الغرامات، تبرعات السكان والقبائل، وفداء الأسرى.,1,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",1,0,Atlas-Chat-9B/v2,0
w139,C,['wiki_02057'],20 ألف بيزيتا سنويا.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w140,C,['wiki_02057'],حكومة الريف سحبات الأراضي الفلاحية من لي ما قدرش يزرعها باش يحافظ على الإنتاج.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w141,C,['wiki_00062'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w142,C,['wiki_00526'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w143,C,['wiki_02467'],"صالح بن عبد الحليم الإيلاني كينتمي إلى قبيلة أيلان المصمودية، المعروفة في المصادر باسم ""هيلانة"".",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w144,C,['wiki_02467'],الأيلاني ترعرع في مدينة نفيس، حسب الراجح.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w145,C,['wiki_00604'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w146,C,['wiki_00604'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w147,C,['wiki_02939'],مستشفى القرب ديال أحفير تدشن فـ25 يوليوز 2024.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w148,C,['wiki_02939'],وزير الصحة والحماية الاجتماعية خالد آيت الطالب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w149,C,['wiki_01469'],المقاومة ديال تاكفاريناس دامت سبع سنين.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w150,C,['wiki_00149'],مدينة أصيلة مشهورة بكونها قطب ثقافي وسياحي مهم، وعندها أكبر معرض فني مفتوح فالمغرب، وكتتميز بالنمط المعماري المغربي الأصيل.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,0
w151,C,['wiki_01062'],الإستغلال لي فرضوه الرومان على الأمازيغ، بحال السيطرة على الأراضي الفلاحية، وفرض السخرة على السكان، واستعمال القوة في إخضاعهم.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w152,C,['wiki_01062'],أبرز الزعماء ديال المقاومة الأمازيغية ضد الرومان هوما تاكفاريناس، أديمون، ودونات.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w153,C,['wiki_02491'],تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w154,C,['wiki_02491'],المقر الرئيسي ديال صندوق محمد السادس للاستثمار كاين فالرباط.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w155,C,['wiki_02491'],تععلان على صندوق محمد السادس للاستثمار في عام 2020 في سياق تدابير الإنعاش الاقتصادي المعتمدة في أعقاب جائحة كوفيد-19.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w156,C,['wiki_02032'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w157,C,['wiki_02032'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w158,C,['wiki_02388'],ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة ما بين العامين 1992 و2004 فبلغت نسبة الساكنة الحضرية 57% من مجموع السكان.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w159,C,['wiki_01248'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w160,C,['wiki_01320'],3312,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w161,C,['wiki_02208'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w162,C,['wiki_01320'],45,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w163,C,['wiki_01438'],5 دجنبر 1952,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w164,C,['wiki_00725'],كان السلطان محمد الخامس سيركب قطارا إلى طنجة ترميزا إلى وحدة التراب المغربي بين الجنوب والشمال، استعدادا لتقديم طلب الاستقلال.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w165,C,['wiki_02347'],محمد توري، واحد من قادة والده، هو لي طيح سني أبو بكر فإمبراطورية صنغاي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w166,C,['wiki_02350'],أسكيا محمد وسع مملكة الصُّنغاي، وساند الإدارة، وجند الجيش، وساند توسع البلاد فالشمال والسواحل ديال المحيط الأطلسي.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
