qid,cond,prompt,context,answer,gold_in_context,faithful,correct,judge_raw,refused
w115,B,P2,"['wiki_01117', 'wiki_01123', 'wiki_01118', 'wiki_00079', 'wiki_01133']",مسجد، وحمام، ومركز تجاري.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w116,B,P2,"['wiki_01117', 'wiki_00152', 'wiki_01118', 'wiki_01330', 'wiki_00626']",استولى الجيش البرتغالي على القصر الصغير في يوم 23 أكتوبر 1458م وقادة الحملة كانت عبارة عن ألفونس الخامس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w117,B,P2,"['wiki_00050', 'wiki_00183', 'wiki_00029', 'wiki_02220', 'wiki_01242']",ألبرت حوراني,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w118,B,P2,"['wiki_01242', 'wiki_01243', 'wiki_00641', 'wiki_01228', 'wiki_02180']",المحامِم والوزارات والجيش,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w119,B,P2,"['wiki_02765', 'wiki_02684', 'wiki_01894', 'wiki_02455', 'wiki_02685']",القصبة المخزنية في تزنيت تبلغ مساحتها الإجمالية 6704م² وتنتمي إلى خمسة أبراج.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w120,B,P2,"['wiki_02712', 'wiki_01890', 'wiki_01899', 'wiki_01894', 'wiki_01892']",تنسب إلى القائد الحاحي محمد أغناج.,1,0,0,"مدعوم: لا
مطابق: لا",0
w121,B,P2,"['wiki_02269', 'wiki_02268', 'wiki_01458', 'wiki_00141', 'wiki_02905']",نعم، كانت معروفة أوعبيد الله في العصر المريني.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w122,B,P2,"['wiki_02787', 'wiki_00626', 'wiki_02786', 'wiki_00139', 'wiki_00625']",وفرة سمك الشابل والتون في أزمور، والإقبال الأوروبي على شرائه كان سبباً مباشراً في استعجال احتلالها من طرف البرتغاليين.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w123,B,P2,"['wiki_02787', 'wiki_01867', 'wiki_00161', 'wiki_00159', 'wiki_00305']",سنة 1476,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w124,B,P2,"['wiki_02319', 'wiki_02324', 'wiki_02321', 'wiki_02320', 'wiki_02322']",لقب عاصمة الشاوية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w125,B,P2,"['wiki_02319', 'wiki_02429', 'wiki_00796', 'wiki_02324', 'wiki_02323']",83 كم,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w126,B,P2,"['wiki_02319', 'wiki_02320', 'wiki_02323', 'wiki_02324', 'wiki_02321']",الرمز ديال مدينة سطات هو الحصان.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w127,B,P2,"['wiki_02319', 'wiki_02429', 'wiki_00218', 'wiki_02323', 'wiki_01253']",altura سطات على سطح البحر تقاس ب 370 مترا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w128,B,P2,"['wiki_02445', 'wiki_00186', 'wiki_02444', 'wiki_00187', 'wiki_01749']",البياض شعار الموحدين.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w129,B,P2,"['wiki_00186', 'wiki_02235', 'wiki_01747', 'wiki_02238', 'wiki_02574']",المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: نعم
مطابق: نعم",1
w130,B,P2,"['wiki_01860', 'wiki_01857', 'wiki_01861', 'wiki_01828', 'wiki_01849']",منصوب جبال بني يزناسن من الجهة الشمالية وجبال دبدو ومرتفعات لمقام من الجهة الجنوبية.,1,0,0,"مدعوم: لا
مطابق: لا",0
w131,B,P2,"['wiki_01845', 'wiki_01849', 'wiki_01847', 'wiki_01855', 'wiki_01853']",المهاجرين القاطنين بديار المهجر,0,0,0,"مدعوم: لا
مطابق: لا",0
w132,B,P2,"['wiki_02297', 'wiki_02303', 'wiki_01812', 'wiki_02307', 'wiki_02304']",وسط واحة كبيرة جنوب الأطلس الكبير.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w133,B,P2,"['wiki_02297', 'wiki_01730', 'wiki_01734', 'wiki_02700', 'wiki_01705']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w134,B,P2,"['wiki_02297', 'wiki_02299', 'wiki_02304', 'wiki_02302', 'wiki_02307']",سجلماسة تبنات سنة 140 هـ/757م من قبل عيسى بن يزيد الأسود.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w135,B,P2,"['wiki_01432', 'wiki_01653', 'wiki_01144', 'wiki_01199', 'wiki_00492']",من 17% إلى 19%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w136,B,P2,"['chunk_030', 'wiki_01432', 'wiki_02330', 'wiki_02331', 'wiki_01429']",67 %,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w137,B,P2,"['wiki_02057', 'wiki_01432', 'wiki_02252', 'wiki_02588', 'wiki_01524']",100 درهم,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w138,B,P2,"['wiki_02057', 'wiki_02055', 'wiki_02039', 'wiki_02047', 'wiki_02053']",مصادر الدخل اللي اعتمدات عليهم جمهورية الريف هي: الضرائب، الزكاة، الغرامات، التبرعات، وفداء الأسرى.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w139,B,P2,"['wiki_02057', 'wiki_01509', 'wiki_01919', 'wiki_01524', 'wiki_01684']",20 ألف بيزيتا سنويا,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w140,B,P2,"['wiki_02057', 'wiki_02050', 'wiki_02043', 'wiki_02055', 'wiki_01443']",سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w141,B,P2,"['wiki_00062', 'wiki_00048', 'wiki_00055', 'wiki_00038', 'wiki_01263']",عزيز أخنوش,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w142,B,P2,"['wiki_00526', 'wiki_00048', 'wiki_00038', 'wiki_00055', 'wiki_00747']",المعلومة غير متوفرة في النصوص,1,0,0,"مدعوم: لا
مطابق: لا",1
w143,B,P2,"['wiki_02467', 'wiki_02466', 'wiki_01091', 'wiki_00920', 'wiki_02738']",الأيلاني.,1,0,0,"مدعوم: لا
مطابق: لا",0
w144,B,P2,"['wiki_02467', 'wiki_02466', 'wiki_02468', 'wiki_01115', 'wiki_02918']",مدينة نفيس,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w145,B,P2,"['wiki_00604', 'wiki_00610', 'wiki_00614', 'wiki_00600', 'wiki_00606']",توفى باه ديال التهامي الكلاوي يوم اثنين من سنة 1956م على الساعة الواحدة بعد الظهر، ودُفن صباح الثلاثاء بضريح ابن سليمان الجزولي. من بعد وفاته، حضر جنازته وفد من الحكومة المغربية برئاسة الوزير لحسن اليوسي مبعوث الملك محمد الخامس.,0,0,0,"مدعوم: لا
مطابق: لا",0
w146,B,P2,"['wiki_00604', 'wiki_00602', 'wiki_00600', 'wiki_00611', 'wiki_00609']",ثلاثة سنوات,1,1,0,"مدعوم: نعم
مطابق: لا",0
w147,B,P2,"['wiki_02939', 'wiki_00105', 'wiki_02940', 'wiki_00294', 'wiki_02941']",25 يوليوز 2024,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w148,B,P2,"['wiki_02939', 'wiki_02940', 'wiki_02943', 'wiki_00105', 'wiki_01138']",خالد آيت الطالب,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w149,B,P2,"['wiki_01469', 'wiki_01062', 'wiki_02900', 'wiki_01467', 'wiki_00143']",七年,1,1,0,"مدعوم: نعم
مطابق: لا

ملاحظة: الإجابة المقدمة",0
w150,B,P2,"['wiki_00149', 'wiki_02705', 'wiki_00155', 'wiki_00150', 'wiki_00151']",مدينة أصيلة مشهورة بمدينة أزقتها وحياتها البيضاء المميزة.,1,0,0,"مدعوم: لا
مطابق: لا",0
w151,B,P2,"['wiki_01062', 'wiki_01474', 'wiki_01064', 'wiki_01472', 'wiki_01061']",الاستغلال الذي فرض على الأمازيغ من السيطرة على أراضيهم الفلاحية والأجود منها، وفرض السخرة عليهم، واستخدام القوة لإخضاعهم.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w152,B,P2,"['wiki_01062', 'wiki_01472', 'wiki_01474', 'wiki_01064', 'wiki_02811']",تاكفاريناس وأديمون وأيديمون,1,0,0,"مدعوم: لا
مطابق: لا",0
w153,B,P2,"['wiki_02491', 'wiki_02484', 'wiki_01729', 'wiki_02488', 'wiki_01411']",تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w154,B,P2,"['wiki_02491', 'wiki_02484', 'wiki_01492', 'wiki_01486', 'wiki_01208']",المقر الرئيسي لصندوق محمد السادس للاستثمار في مدينة الرباط.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w155,B,P2,"['wiki_02491', 'wiki_02229', 'wiki_02484', 'wiki_02488', 'wiki_01359']",يوليو 2020,1,0,0,"مدعوم: لا
مطابق: لا",0
w156,B,P2,"['wiki_02032', 'wiki_02034', 'wiki_02033', 'wiki_02038', 'wiki_02035']",المستشفى ديال جمعة سحيم كاين فيه طبيب واحد.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w157,B,P2,"['wiki_02032', 'wiki_02034', 'wiki_02038', 'wiki_02035', 'wiki_02033']",مستشفى ومستوصف صحي ودار للولادة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w158,B,P2,"['wiki_02388', 'wiki_02390', 'wiki_01380', 'wiki_02691', 'wiki_00503']",ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة ما بين العامين 1992 و2004.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w159,B,P2,"['wiki_01248', 'wiki_00448', 'wiki_01870', 'wiki_01650', 'wiki_00441']",ضعف إنتاج البترول وعدم تطور الصناعة بشكل كاف.,0,0,0,"مدعوم: لا
مطابق: لا",0
w160,B,P2,"['wiki_01320', 'wiki_01100', 'wiki_00043', 'wiki_00056', 'wiki_01313']",3312 منشورًا,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w161,B,P2,"['wiki_02208', 'wiki_01320', 'wiki_01319', 'wiki_00611', 'wiki_00304']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w162,B,P2,"['wiki_01320', 'wiki_00030', 'wiki_02181', 'wiki_01100', 'wiki_00056']",45,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w163,B,P2,"['wiki_01438', 'wiki_00726', 'wiki_00679', 'wiki_00676', 'wiki_00677']",5 ديسمبر 1952,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w164,B,P2,"['wiki_00725', 'wiki_00726', 'wiki_00727', 'wiki_02101', 'wiki_02184']",طنجة,1,0,0,"مدعوم: لا
مطابق: لا",0
w165,B,P2,"['wiki_02347', 'wiki_02350', 'wiki_02346', 'wiki_00885', 'wiki_02349']",محمد توري,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w166,B,P2,"['wiki_02350', 'wiki_02347', 'wiki_02236', 'wiki_01758', 'wiki_00930']",أغمات,1,0,0,"مدعوم: لا
مطابق: لا",0
w167,B,P2,"['wiki_02960', 'wiki_02959', 'wiki_02964', 'wiki_02965', 'wiki_02348']",تتواجد مطغرة اليوم بنواحي تلمسان وبين فاس والراشيدية وتوات.,1,0,0,"مدعوم: لا
مطابق: لا",0
w168,B,P2,"['wiki_02259', 'wiki_02678', 'wiki_02209', 'wiki_01851', 'wiki_01850']",المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w169,B,P2,"['wiki_00475', 'wiki_01113', 'wiki_01116', 'wiki_01456', 'wiki_00474']","نحو 2,000 تاجر عربي من القيروان في تونس.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w170,B,P2,"['wiki_01706', 'wiki_01735', 'wiki_00475', 'wiki_01692', 'wiki_01729']",المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w171,B,P2,"['wiki_00475', 'wiki_02465', 'wiki_00902', 'wiki_02458', 'wiki_02037']",-Smithiya الحي الغربي من شعيب حيث أقام التجار العرب القادمين من القيروان مؤقتًا وشكلوا أغلبية عددية مقارنة بالأقلية البربرية.,1,1,0,"مدعوم: نعم
مطابق: لا",0
w172,B,P2,"['wiki_02101', 'wiki_01761', 'wiki_02104', 'wiki_01996', 'wiki_02080']",أكتوبر 1955,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w173,B,P2,"['wiki_01720', 'wiki_01450', 'wiki_02104', 'wiki_00725', 'wiki_02028']",16 نونبر 1955,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w174,B,P2,"['wiki_02365', 'wiki_00523', 'wiki_02760', 'wiki_00774', 'wiki_01439']",المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w175,B,P2,"['wiki_02948', 'wiki_02101', 'wiki_00680', 'wiki_01026', 'wiki_00711']",2 مارس 1956,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w176,B,P2,"['wiki_00295', 'wiki_00281', 'wiki_00294', 'wiki_00284', 'wiki_00289']",جامعة الأخوين,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w177,B,P2,"['wiki_00289', 'wiki_00300', 'wiki_00281', 'wiki_00296', 'wiki_00295']",موارد الجاذبية السياحية ديال إفران كتعتمد على المنتزه الوطني لإفران، وبحيرات متنوعة، وشلالات، ومصادر، وغابات أرز، وأماكن تزلج، وطرقات رياضية، وفنادق، ومقاهي، ومطاعم، ومرافق ترفيهية، ونشاطات رياضية، و,1,0,0,"مدعوم: لا
مطابق: لا",0
w178,B,P2,"['wiki_02081', 'wiki_00706', 'wiki_02080', 'wiki_02220', 'wiki_01278']",تأسس مركز المغرب العربي للدراسات الاستراتيجية في عام 1994.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w179,B,P2,"['wiki_02792', 'wiki_02791', 'wiki_02799', 'wiki_01289', 'wiki_02794']",183,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w180,B,P2,"['wiki_02792', 'wiki_02791', 'wiki_02825', 'wiki_02793', 'wiki_00583']",تتمركز أغلب وحدات صناعة التجميد في جنوب المغرب بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w181,B,P2,"['wiki_02792', 'wiki_02791', 'wiki_02387', 'wiki_01022', 'wiki_01379']",حوالي 8300 طن في اليوم الواحد.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w182,B,P2,"['wiki_02792', 'wiki_00426', 'wiki_00632', 'wiki_00424', 'wiki_02793']",الاتحاد الأوروبي,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w183,B,P2,"['wiki_00269', 'wiki_00270', 'wiki_00271', 'wiki_00272', 'wiki_01467']",كلوديوس,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w184,B,P2,"['wiki_00270', 'wiki_01468', 'wiki_01471', 'wiki_01704', 'wiki_01466']",في روما,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w185,B,P2,"['wiki_00270', 'wiki_00180', 'wiki_01704', 'wiki_01471', 'wiki_01466']",شرشال,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w186,B,P2,"['wiki_01463', 'wiki_01465', 'wiki_01466', 'wiki_01473', 'wiki_01470']",كليوبراتا سيليني الثانية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w187,B,P2,"['wiki_01463', 'wiki_01466', 'wiki_01471', 'wiki_01465', 'wiki_01744']",حكم بطليموس الموريطاني من 23 ميلادية حتى 40 ميلادية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w188,B,P2,"['wiki_00051', 'wiki_00539', 'wiki_01365', 'wiki_00327', 'wiki_00190']",ساعتين و11 دقيقة و34 ثانية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w189,B,P2,"['wiki_00051', 'wiki_00058', 'wiki_00059', 'wiki_02587', 'wiki_00056']","جائزة ""قارئ العام للعالم العربي""",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w190,B,P2,"['wiki_00670', 'wiki_02776', 'wiki_01028', 'wiki_00672', 'wiki_00673']",التخوف من القانون يرجع إلى أنه يقسم المغرب إلى عالمين متمايزين ومنفصلين بشكل كلي، عالم الناطقين باللغة العربية وعالم الناطقين بالأمازيغية، مما يعتبر تطبيقا للآيديولوجيا الاستعمارية القديمة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w191,B,P2,"['wiki_00670', 'wiki_01252', 'wiki_01349', 'wiki_01656', 'wiki_01354']",بلاد السيبة وبلاد المخزن,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w192,B,P2,"['wiki_00144', 'wiki_00204', 'wiki_00212', 'wiki_01661', 'wiki_01890']",تزنيت تبعد عن الرباط 690 كيلومترًا وعن أكادير 90 كيلومترًا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w193,B,P2,"['wiki_01890', 'wiki_02712', 'wiki_01819', 'wiki_00779', 'wiki_02330']",تشتهر تزنيت بصناعة وإنتاج المجوهرات الفضية، لذا كُلبت بعاصمة الفضة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w194,B,P2,"['wiki_01890', 'wiki_02712', 'wiki_01899', 'wiki_01893', 'wiki_01891']",لا زنينية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w195,B,P2,"['wiki_01411', 'wiki_01412', 'wiki_01413', 'wiki_00635', 'wiki_00835']",تتولى الهيئة المغربية لسوق الرساميل حماية المدخرين والمستثمرين، مراقبة سير أسواق الرساميل، ضمان شفافية العمليات المالية، تنظيم المشاركين في السوق والأدوات المالية، تعزيز الثقافة المالية.,1,0,1,"مدعوم: لا
مطابق: نعم",0
w196,B,P2,"['wiki_01412', 'wiki_01411', 'wiki_01413', 'wiki_02776', 'wiki_00635']",الملك محمد السادس,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w197,B,P2,"['wiki_00930', 'wiki_00076', 'wiki_00685', 'wiki_00891', 'wiki_02321']",أحمد الذهبي، عبد الملك، علي الأعرج، محمد المستضيء، زين العابدين.,1,1,0,"مدعوم: نعم
مطابق: لا",0
w198,B,P2,"['wiki_01051', 'wiki_02093', 'wiki_01449', 'wiki_00930', 'wiki_01052']",بويع ست مرات.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w199,B,P2,"['wiki_01000', 'wiki_00993', 'wiki_00999', 'wiki_00424', 'wiki_02709']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w200,B,P2,"['wiki_00698', 'wiki_02910', 'wiki_01688', 'wiki_00722', 'wiki_02019']","34,000 رجل",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w001,F,P2,['wiki_02359'],593 168,1,1,0,"مدعوم: نعم
مطابق: لا",0
w002,F,P2,['wiki_02359'],طنجة,1,1,0,"مدعوم: نعم
مطابق: لا",0
w003,F,P2,['wiki_01011'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w004,F,P2,['wiki_01012'],"ارتفعت نسبة الطاقة الريحية من 2,8% في 2010 إلى 8,1% في 2015.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w005,F,P2,['wiki_01012'],"1,6 طن",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w006,F,P2,['wiki_00564'],وصل معدل البطالة على الصعيد الوطني في الفصل الثاني ديال 2025 لين 12.8%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w007,F,P2,['wiki_00564'],شكيب بنموسى,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w008,F,P2,['wiki_00564'],المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w009,F,P2,['wiki_02608'],المعدل التضخمي بقي عند نسبة 0.7%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w010,F,P2,['wiki_02608'],3.5%,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w011,F,P2,['wiki_02608'],المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w012,F,P2,['wiki_02230'],أول أبريل 1998,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w013,F,P2,['wiki_02230'],31 دجنبر 2011,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w014,F,P2,['wiki_02691'],"حوالي 36,8 مليون نسمة",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w015,F,P2,['wiki_02691'],"تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w016,F,P2,['wiki_02691'],"انخفض إلى 0,85%.",1,1,0,"مدعوم: نعم
مطابق: لا",0
w017,F,P2,['wiki_01011'],"88,8٪",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w018,F,P2,['wiki_01011'],"لا يمثل الإنتاج الوطني من الطاقة أكثر من %9,4 من الحاجيات ديال البلاد.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w019,F,P2,['wiki_00436'],15%,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w020,F,P2,['wiki_00436'],مواد الطاقية ومواد التجهيز والمواد الاستهلاكية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w021,F,P2,['wiki_01430'],55.8 %,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w022,F,P2,['wiki_01430'],المصاريف ديال حرب الصحرا كيقدرها مليون دولار يوميا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w023,F,P2,['wiki_00350'],15 يونيو 2004,0,1,0,"مدعوم: نعم
مطابق: لا",0
w024,F,P2,['wiki_00574'],بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w025,F,P2,['wiki_00574'],قطاعي السياحة والنسيج,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w026,F,P2,['wiki_01297'],سنة 2025,1,1,0,"مدعوم: نعم
مطابق: لا",0
w027,F,P2,['wiki_01011'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w028,F,P2,['wiki_02790'],طنجة وأكادير والعيون,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w029,F,P2,['wiki_02790'],ساهم مخطط أليوتيس في زيادة الناتج الداخلي الخام لقطاع الصيد البحري من 8.3 إلى 15 مليار درهم ما بين 2007 و2015.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w030,F,P2,['wiki_02790'],سنة 2016 بلغ الإنتاج حوالي 1.46 مليون طن.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w031,F,P2,['wiki_01281'],"56,5%",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w032,F,P2,['wiki_01281'],بلغ الناتج المحلي الإجمالي للفرد قيمة 3.750 دولار أمريكي حسب تقديرات صندوق النقد الدولي لسنة 2023.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w033,F,P2,['wiki_01281'],المغرب يحتل المرتبة 107 في إنتاجية القوى العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w034,F,P2,['wiki_02387'],وصل إنتاج الطاقة الكهرمائية إلى 2700 مليون كيلواط في 2004.,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w035,F,P2,['wiki_01379'],تبلغ حصة المدارات المسقية في الناتج المحلي الخام بين 7% و10%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w036,F,P2,['wiki_02384'],المغرب يستورد 40% حتى 60% من حاجيات الحبوب.,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w037,F,P2,['chunk_007'],تشغل الفلاحة نسبة كبيرة من اليد العاملة في المغرب.,0,1,0,"مدعوم: نعم
مطابق: لا",0
w038,F,P2,['wiki_02646'],وصل عدد سكان عين بني مطهر سنة 2014 إلى 16289 نسمة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w039,F,P2,['wiki_02635'],المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: نعم
مطابق: نعم",1
w040,F,P2,['wiki_00814'],435 مدرسة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w041,F,P2,['wiki_01106'],%75,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w042,F,P2,['wiki_01106'],الصين,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w043,F,P2,['wiki_02193'],المعلومة غير متوفرة في النصوص,0,1,0,"مدعوم: نعم
مطابق: لا",1
w044,F,P2,['wiki_02194'],24.5%,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w045,F,P2,['wiki_01074'],لتشجيع الاستثمارات والصادرات، ومساهمة في تمويل مشروع طرامواي الرباط - سلا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w046,F,P2,['wiki_01663'],1503 جماعة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w047,F,P2,['wiki_01378'],"1,050,000 هكتار",0,1,1,"مدعوم: نعم
مطابق: نعم",0
w048,F,P2,['wiki_01378'],تساهم الزراعة المسقية في 75% من الصادرات الفلاحية.,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w049,F,P2,['wiki_02609'],2.5%,1,0,0,"مدعوم: لا
مطابق: لا",0
w050,F,P2,['wiki_02609'],خفض الدين العام إلى 60% من إجمالي الناتج المحلي بحلول عام 2021,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w051,F,P2,['wiki_01040'],ثمانية وعشرين سنة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w052,F,P2,['wiki_01040'],19 ماي 1881م,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w053,F,P2,['wiki_02950'],المعلومة غير متوفرة في النصوص,0,1,0,"مدعوم: نعم
مطابق: لا",1
w054,F,P2,['wiki_02950'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w055,F,P2,['wiki_00949'],أربعة وثلاثون موقعا,1,0,0,"مدعوم: لا
مطابق: لا",0
w056,F,P2,['wiki_00949'],ترجع النقوش الصخرية إلى 4000-ق-م 8000-ق.م,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w057,F,P2,['wiki_02594'],سعيد العلام,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w058,F,P2,['wiki_02594'],جائزة كتارا للرواية العربية وفازت بها الرواية في عام 2020.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w059,F,P2,['wiki_01477'],بوليساريو اقترحت إقحام فقط الصحراويين الذين قام الاستعمار الإسباني بإحصاءهم سنة 1974م.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w060,F,P2,['wiki_01477'],السلطات الاستعمارية الأسبانية رحلت القبائل الصحراوية فـ1969.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w061,F,P2,['wiki_00652'],13 مايو 1801,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w062,F,P2,['wiki_00652'],توماس جيفرسون,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w063,F,P2,['wiki_00873'],الزربية و الجلباب,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w064,F,P2,['wiki_00873'],صناعة الفخار، الدباغة، ضياغة الحلي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w065,F,P2,['wiki_00622'],عاش الأمازيغ في منطقة الأطلس المتوسط في جماعات منعزلة ومغلقة، دون علاقات واضحة مع القبائل المجاورة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w066,F,P2,['wiki_00622'],المعلومة غير متوفرة في النصوص,1,0,0,"مدعوم: لا
مطابق: لا",1
